Dealer Billing Statement for: April 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Fort Worth Dealership Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Manufacturer Name,Plant Name,Invoice Date,Invoice Number,Interest Start Date,Maturity Date,Description,Type,Model Number,Serial No/VIN,Stock/Lease No,Original Amount,Beginning Balance,Advances,Last Advance Date,Principal Payments,Principal Adjustments,Monthly Activity,Ending Balance,Current Curtailments,Past Due Curtailments,Current Maturities,Past Due Maturities,Total Principal Due,Interest Amount,Prior Period Interest Billed Current Month,Flat Charges Amount,Item Fee Amount,Total Interest / Charges / Fees Due,Inception to Date Interest,Average Daily Billing Balance
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,9/5/2025,5994,9/5/2025,4/5/2027,2026 Acura ACURAMDXSHWDA,Automobile,ACURAMDXSHWDA,5J8YE1H02TL005994,,"$60,006.00 ","$60,006.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$60,006.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$248.26 ,$0.00 ,$0.00 ,$0.00 ,$248.26 ,"$2,050.28 ","$60,006.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,4/9/2026,6009,4/9/2026,11/9/2027,2026 Acura ACURAMDX,Automobile,ACURAMDX,5J8YD9H34TL006009,,"$52,520.20 ",$0.00 ,"$52,520.20 ",4/9/2026,$0.00 ,$0.00 ,"$52,520.20 ","$52,520.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$159.35 ,$0.00 ,$0.00 ,$0.00 ,$159.35 ,$159.35 ,"$38,514.81 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/25/2025,6075,11/25/2025,6/25/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H60TA006075,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$163.02 ,$0.00 ,$0.00 ,$0.00 ,$163.02 ,$863.99 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,4/9/2026,6078,4/9/2026,11/9/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H40TL006078,,"$55,897.60 ",$0.00 ,"$55,897.60 ",4/9/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$169.60 ,$0.00 ,$0.00 ,$0.00 ,$169.60 ,$169.60 ,"$40,991.57 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,4/9/2026,6088,4/9/2026,11/9/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H43TL006088,A8174,"$55,897.60 ",$0.00 ,"$55,897.60 ",4/9/2026,"($55,897.60)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$154.18 ,$0.00 ,$0.00 ,$0.00 ,$154.18 ,$154.18 ,"$37,265.07 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,4/20/2026,6097,4/20/2026,11/20/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H44TL006097,,"$55,332.40 ",$0.00 ,"$55,332.40 ",4/20/2026,$0.00 ,$0.00 ,"$55,332.40 ","$55,332.40 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$83.94 ,$0.00 ,$0.00 ,$0.00 ,$83.94 ,$83.94 ,"$20,288.55 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,4/20/2026,6109,4/20/2026,11/20/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H47TL006109,,"$55,332.40 ",$0.00 ,"$55,332.40 ",4/20/2026,$0.00 ,$0.00 ,"$55,332.40 ","$55,332.40 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$83.94 ,$0.00 ,$0.00 ,$0.00 ,$83.94 ,$83.94 ,"$20,288.55 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,4/21/2026,6184,4/21/2026,11/21/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H4XTL006184,,"$55,897.60 ",$0.00 ,"$55,897.60 ",4/21/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$77.09 ,$0.00 ,$0.00 ,$0.00 ,$77.09 ,$77.09 ,"$18,632.53 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,4/27/2026,6250,4/27/2026,11/27/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H48TL006250,,"$55,897.60 ",$0.00 ,"$55,897.60 ",4/27/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$30.84 ,$0.00 ,$0.00 ,$0.00 ,$30.84 ,$30.84 ,"$7,453.01 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/14/2026,6291,1/14/2026,8/14/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H54TL006291,,"$47,331.60 ","$47,331.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,331.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$195.83 ,$0.00 ,$0.00 ,$0.00 ,$195.83 ,$699.67 ,"$47,331.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/14/2026,6346,1/14/2026,8/14/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H53TL006346,,"$47,331.60 ","$47,331.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,331.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$195.83 ,$0.00 ,$0.00 ,$0.00 ,$195.83 ,$699.67 ,"$47,331.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/16/2025,6421,12/16/2025,7/16/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA006421,A7808,"$39,403.00 ","$39,403.00 ",$0.00 ,,"($39,403.00)",$0.00 ,"($39,403.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$81.51 ,$0.00 ,$0.00 ,$0.00 ,$81.51 ,$662.86 ,"$19,701.50 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/16/2025,6445,12/16/2025,7/16/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H67TA006445,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$163.02 ,$0.00 ,$0.00 ,$0.00 ,$163.02 ,$744.37 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/17/2026,7120,3/17/2026,10/17/2027,2026 Acura INTEGRA,Automobile,INTEGRA,19UDE4H66TA007120,A7838,"$39,403.00 ","$39,403.00 ",$0.00 ,,"($39,403.00)",$0.00 ,"($39,403.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$108.68 ,$0.00 ,$0.00 ,$0.00 ,$108.68 ,$190.24 ,"$26,268.67 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/31/2025,7195,12/31/2025,7/31/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA007195,,"$38,827.00 ","$38,827.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$38,827.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$160.64 ,$0.00 ,$0.00 ,$0.00 ,$160.64 ,$649.81 ,"$38,827.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/24/2025,7198,12/24/2025,7/24/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H6XTA007198,A7837,"$38,827.00 ","$38,827.00 ",$0.00 ,,"($38,827.00)",$0.00 ,"($38,827.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$37.48 ,$0.00 ,$0.00 ,$0.00 ,$37.48 ,$565.70 ,"$9,059.63 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8277,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H60TA008277,A7887,"$39,503.00 ","$39,503.00 ",$0.00 ,,"($39,503.00)",$0.00 ,"($39,503.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$119.85 ,$0.00 ,$0.00 ,$0.00 ,$119.85 ,$496.48 ,"$28,968.87 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8279,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA008279,A7886,"$39,503.00 ","$39,503.00 ",$0.00 ,,"($39,503.00)",$0.00 ,"($39,503.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$87.17 ,$0.00 ,$0.00 ,$0.00 ,$87.17 ,$463.80 ,"$21,068.27 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8409,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H62TA008409,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$163.44 ,$0.00 ,$0.00 ,$0.00 ,$163.44 ,$540.07 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8435,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H63TA008435,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$163.44 ,$0.00 ,$0.00 ,$0.00 ,$163.44 ,$540.07 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8453,1/22/2026,8/22/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H29TA008453,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$142.47 ,$0.00 ,$0.00 ,$0.00 ,$142.47 ,$470.78 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8557,1/22/2026,8/22/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H2XTA008557,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$142.47 ,$0.00 ,$0.00 ,$0.00 ,$142.47 ,$470.78 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/6/2026,8652,2/6/2026,9/6/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H68TL008652,,"$50,186.20 ","$50,186.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$50,186.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$207.64 ,$0.00 ,$0.00 ,$0.00 ,$207.64 ,$581.73 ,"$50,186.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/6/2026,9148,2/6/2026,9/6/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H38TA009148,,"$36,454.90 ","$36,454.90 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$36,454.90 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$150.83 ,$0.00 ,$0.00 ,$0.00 ,$150.83 ,$422.55 ,"$36,454.90 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/9/2026,9235,2/9/2026,9/9/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H24TA009235,A7912,"$34,781.00 ","$34,781.00 ",$0.00 ,,"($34,781.00)",$0.00 ,"($34,781.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$38.37 ,$0.00 ,$0.00 ,$0.00 ,$38.37 ,$283.21 ,"$9,274.93 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/9/2026,9397,2/9/2026,9/9/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA009397,A7906,"$39,503.00 ","$39,503.00 ",$0.00 ,,"($39,503.00)",$0.00 ,"($39,503.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$141.65 ,$0.00 ,$0.00 ,$0.00 ,$141.65 ,$419.74 ,"$34,235.93 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/9/2026,9423,2/9/2026,9/9/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H25TA009423,A7913,"$34,436.00 ","$34,436.00 ",$0.00 ,,"($34,436.00)",$0.00 ,"($34,436.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$109.23 ,$0.00 ,$0.00 ,$0.00 ,$109.23 ,$351.66 ,"$26,400.93 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/9/2026,10086,3/9/2026,10/9/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4G70TA010086,,"$39,848.00 ","$39,848.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,848.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$164.86 ,$0.00 ,$0.00 ,$0.00 ,$164.86 ,$291.33 ,"$39,848.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/25/2026,10118,2/25/2026,9/25/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H5XTL010118,,"$47,431.60 ","$47,431.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,431.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$196.24 ,$0.00 ,$0.00 ,$0.00 ,$196.24 ,$425.34 ,"$47,431.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,10584,2/13/2026,9/13/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H30TA010584,,"$36,454.90 ","$36,454.90 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$36,454.90 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$150.83 ,$0.00 ,$0.00 ,$0.00 ,$150.83 ,$387.32 ,"$36,454.90 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,10774,2/13/2026,9/13/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H62TA010774,A7942,"$39,503.00 ","$39,503.00 ",$0.00 ,,"($39,503.00)",$0.00 ,"($39,503.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.54 ,$0.00 ,$0.00 ,$0.00 ,$152.54 ,$408.81 ,"$36,869.47 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/2/2026,10829,3/2/2026,10/2/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H25TA010829,A7943,"$34,781.00 ","$34,781.00 ",$0.00 ,,"($34,781.00)",$0.00 ,"($34,781.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$95.93 ,$0.00 ,$0.00 ,$0.00 ,$95.93 ,$239.91 ,"$23,187.33 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/19/2026,11242,3/19/2026,10/19/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H55TL011242,,"$47,431.60 ","$47,431.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,431.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$196.24 ,$0.00 ,$0.00 ,$0.00 ,$196.24 ,$281.33 ,"$47,431.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/2/2026,11251,3/2/2026,10/2/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H21TA011251,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$142.47 ,$0.00 ,$0.00 ,$0.00 ,$142.47 ,$285.03 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/2/2026,11381,3/2/2026,10/2/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H6XTA011381,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$163.44 ,$0.00 ,$0.00 ,$0.00 ,$163.44 ,$326.97 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/19/2026,11409,3/19/2026,10/19/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H54TL011409,A8054,"$47,431.60 ","$47,431.60 ",$0.00 ,,"($47,431.60)",$0.00 ,"($47,431.60)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$85.04 ,$0.00 ,$0.00 ,$0.00 ,$85.04 ,$170.13 ,"$20,553.69 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/2/2026,11760,3/2/2026,10/2/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H3XTA011760,A7965,"$36,799.90 ","$36,799.90 ",$0.00 ,,"($36,799.90)",$0.00 ,"($36,799.90)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$147.18 ,$0.00 ,$0.00 ,$0.00 ,$147.18 ,$299.52 ,"$35,573.24 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/17/2026,11847,3/17/2026,10/17/2027,2026 Acura ACURARDXSHWD,Automobile,ACURARDXSHWD,5J8TC2H47TL011847,,"$45,993.70 ","$45,993.70 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,993.70 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$190.29 ,$0.00 ,$0.00 ,$0.00 ,$190.29 ,$285.49 ,"$45,993.70 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/23/2026,11912,2/23/2026,9/23/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H52TL011912,,"$47,431.60 ","$47,431.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,431.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$196.24 ,$0.00 ,$0.00 ,$0.00 ,$196.24 ,$438.44 ,"$47,431.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/24/2026,11919,3/24/2026,10/24/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H64TL011919,,"$50,186.20 ","$50,186.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$50,186.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$207.64 ,$0.00 ,$0.00 ,$0.00 ,$207.64 ,$263.04 ,"$50,186.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/6/2026,12259,3/6/2026,10/6/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H3XTA012259,A8029,"$36,454.90 ","$36,454.90 ",$0.00 ,,"($36,454.90)",$0.00 ,"($36,454.90)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$40.22 ,$0.00 ,$0.00 ,$0.00 ,$40.22 ,$171.01 ,"$9,721.31 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/5/2026,12477,3/5/2026,10/5/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H66TA012477,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$163.44 ,$0.00 ,$0.00 ,$0.00 ,$163.44 ,$310.62 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/24/2026,12721,3/24/2026,10/24/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H6XTL012721,A8067,"$50,186.20 ","$50,186.20 ",$0.00 ,,"($50,186.20)",$0.00 ,"($50,186.20)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$6.92 ,$0.00 ,$0.00 ,$0.00 ,$6.92 ,$62.32 ,"$1,672.87 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/2/2025,12769,12/2/2025,7/2/2027,2026 Acura MDX,Automobile,MDX,5J8YE1H80TL012769,A7783,"$64,102.20 ","$64,102.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$64,102.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$265.21 ,$0.00 ,$0.00 ,$0.00 ,$265.21 ,"$1,339.93 ","$64,102.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/25/2026,12784,2/25/2026,9/25/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H52TL012784,,"$47,431.60 ","$47,431.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,431.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$196.24 ,$0.00 ,$0.00 ,$0.00 ,$196.24 ,$425.34 ,"$47,431.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/13/2026,12822,3/13/2026,10/13/2027,2026 Acura RDX,Automobile,RDX,5J8TC2H65TL012822,A8053,"$50,186.20 ","$50,186.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$50,186.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$207.64 ,$0.00 ,$0.00 ,$0.00 ,$207.64 ,$339.22 ,"$50,186.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/9/2026,12833,3/9/2026,10/9/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H26TA012833,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$142.47 ,$0.00 ,$0.00 ,$0.00 ,$142.47 ,$251.76 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/13/2026,12938,1/13/2026,8/13/2027,2026 Acura MDX,Automobile,MDX,5J8YE1H88TL012938,A7874,"$64,667.40 ","$64,667.40 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$64,667.40 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$267.55 ,$0.00 ,$0.00 ,$0.00 ,$267.55 ,$964.91 ,"$64,667.40 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/25/2025,13023,11/25/2025,6/25/2027,2026 Acura MDX,Automobile,MDX,5J8YE1H88TL013023,A7782,"$64,667.40 ","$64,667.40 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$64,667.40 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$267.55 ,$0.00 ,$0.00 ,$0.00 ,$267.55 ,"$1,417.99 ","$64,667.40 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/5/2026,13041,3/5/2026,10/5/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H20TA013041,A8020,"$33,860.00 ","$33,860.00 ",$0.00 ,,"($33,860.00)",$0.00 ,"($33,860.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$37.36 ,$0.00 ,$0.00 ,$0.00 ,$37.36 ,$163.51 ,"$9,029.33 "
