Dealer Billing Statement for: March 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Fort Worth Dealership Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Manufacturer Name,Plant Name,Invoice Date,Invoice Number,Interest Start Date,Maturity Date,Description,Type,Model Number,Serial No/VIN,Stock/Lease No,Original Amount,Beginning Balance,Advances,Last Advance Date,Principal Payments,Principal Adjustments,Monthly Activity,Ending Balance,Current Curtailments,Past Due Curtailments,Current Maturities,Past Due Maturities,Total Principal Due,Interest Amount,Prior Period Interest Billed Current Month,Flat Charges Amount,Item Fee Amount,Total Interest / Charges / Fees Due,Inception to Date Interest,Average Daily Billing Balance
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/2/2026,5108,3/2/2026,10/2/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H40TL005108,,"$55,332.40 ",$0.00 ,"$55,332.40 ",3/2/2026,$0.00 ,$0.00 ,"$55,332.40 ","$55,332.40 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$229.06 ,$0.00 ,$0.00 ,$0.00 ,$229.06 ,$229.06 ,"$53,547.48 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/17/2026,5348,3/17/2026,10/17/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H49TL005348,,"$55,897.60 ",$0.00 ,"$55,897.60 ",3/17/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$115.70 ,$0.00 ,$0.00 ,$0.00 ,$115.70 ,$115.70 ,"$27,047.23 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/24/2026,5369,3/24/2026,10/24/2027,2026 Acura ACURAMDX,Automobile,ACURAMDX,5J8YD9H37TL005369,,"$52,520.20 ",$0.00 ,"$52,520.20 ",3/24/2026,$0.00 ,$0.00 ,"$52,520.20 ","$52,520.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$57.98 ,$0.00 ,$0.00 ,$0.00 ,$57.98 ,$57.98 ,"$13,553.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/24/2026,5374,3/24/2026,10/24/2027,2026 Acura ACURAMDX,Automobile,ACURAMDX,5J8YD9H30TL005374,A8072,"$52,520.20 ",$0.00 ,"$52,520.20 ",3/24/2026,"($52,520.20)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$14.49 ,$0.00 ,$0.00 ,$0.00 ,$14.49 ,$14.49 ,"$3,388.40 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/4/2025,5390,11/4/2025,6/4/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H63TA005390,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$822.42 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/24/2026,5405,3/24/2026,10/24/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H46TL005405,,"$55,332.40 ",$0.00 ,"$55,332.40 ",3/24/2026,$0.00 ,$0.00 ,"$55,332.40 ","$55,332.40 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$61.08 ,$0.00 ,$0.00 ,$0.00 ,$61.08 ,$61.08 ,"$14,279.33 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/4/2025,5419,11/4/2025,6/4/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H61TA005419,A7751,"$39,403.00 ","$39,403.00 ",$0.00 ,,"($39,403.00)",$0.00 ,"($39,403.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$21.75 ,$0.00 ,$0.00 ,$0.00 ,$21.75 ,$675.61 ,"$5,084.26 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/17/2026,5419,3/17/2026,10/17/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H46TL005419,,"$55,897.60 ",$0.00 ,"$55,897.60 ",3/17/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$115.70 ,$0.00 ,$0.00 ,$0.00 ,$115.70 ,$115.70 ,"$27,047.23 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/24/2026,5480,3/24/2026,10/24/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H49TL005480,,"$55,332.40 ",$0.00 ,"$55,332.40 ",3/24/2026,$0.00 ,$0.00 ,"$55,332.40 ","$55,332.40 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$61.08 ,$0.00 ,$0.00 ,$0.00 ,$61.08 ,$61.08 ,"$14,279.33 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/24/2025,5489,12/24/2025,7/24/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H68TL005489,,"$50,086.20 ","$50,086.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$50,086.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$214.26 ,$0.00 ,$0.00 ,$0.00 ,$214.26 ,$681.41 ,"$50,086.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,5629,2/13/2026,9/13/2027,2026 Acura INTEGRA,Automobile,INTEGRA,19UDE4G79TA005629,A7950,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$255.62 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/27/2026,5676,3/27/2026,10/27/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H44TL005676,,"$55,897.60 ",$0.00 ,"$55,897.60 ",3/27/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$38.57 ,$0.00 ,$0.00 ,$0.00 ,$38.57 ,$38.57 ,"$9,015.74 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/31/2025,5714,12/31/2025,7/31/2027,2026 Acura ACURARDXSHWD,Automobile,ACURARDXSHWD,5J8TC2H42TL005714,,"$45,893.70 ","$45,893.70 ",$0.00 ,,"($45,893.70)",$0.00 ,"($45,893.70)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.00 ,$0.00 ,$0.00 ,$0.00 ,$152.00 ,$533.86 ,"$35,530.61 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/31/2026,5755,3/31/2026,10/31/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H40TL005755,,"$55,332.40 ",$0.00 ,"$55,332.40 ",3/31/2026,$0.00 ,$0.00 ,"$55,332.40 ","$55,332.40 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$7.64 ,$0.00 ,$0.00 ,$0.00 ,$7.64 ,$7.64 ,"$1,784.92 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/18/2025,5756,11/18/2025,6/18/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H30TA005756,,"$36,354.90 ","$36,354.90 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$36,354.90 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$155.52 ,$0.00 ,$0.00 ,$0.00 ,$155.52 ,$684.10 ,"$36,354.90 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/2/2025,5863,12/2/2025,7/2/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H31TA005863,,"$36,354.90 ","$36,354.90 ",$0.00 ,,"($36,354.90)",$0.00 ,"($36,354.90)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$120.40 ,$0.00 ,$0.00 ,$0.00 ,$120.40 ,$574.39 ,"$28,145.73 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,9/5/2025,5994,9/5/2025,4/5/2027,2026 Acura ACURAMDXSHWDA,Automobile,ACURAMDXSHWDA,5J8YE1H02TL005994,,"$60,006.00 ","$60,006.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$60,006.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$256.70 ,$0.00 ,$0.00 ,$0.00 ,$256.70 ,"$1,802.02 ","$60,006.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/25/2025,6075,11/25/2025,6/25/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H60TA006075,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$700.97 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/14/2026,6291,1/14/2026,8/14/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H54TL006291,,"$47,331.60 ","$47,331.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,331.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$202.48 ,$0.00 ,$0.00 ,$0.00 ,$202.48 ,$503.84 ,"$47,331.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/14/2026,6346,1/14/2026,8/14/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H53TL006346,,"$47,331.60 ","$47,331.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,331.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$202.48 ,$0.00 ,$0.00 ,$0.00 ,$202.48 ,$503.84 ,"$47,331.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/16/2025,6421,12/16/2025,7/16/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA006421,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$581.35 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/16/2025,6445,12/16/2025,7/16/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H67TA006445,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$0.00 ,$0.00 ,$0.00 ,$168.56 ,$581.35 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/17/2026,7120,3/17/2026,10/17/2027,2026 Acura INTEGRA,Automobile,INTEGRA,19UDE4H66TA007120,A7838,"$39,403.00 ",$0.00 ,"$39,403.00 ",3/17/2026,$0.00 ,$0.00 ,"$39,403.00 ","$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$81.56 ,$0.00 ,$0.00 ,$0.00 ,$81.56 ,$81.56 ,"$19,065.97 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/31/2025,7195,12/31/2025,7/31/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA007195,,"$38,827.00 ","$38,827.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$38,827.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$166.09 ,$0.00 ,$0.00 ,$0.00 ,$166.09 ,$489.17 ,"$38,827.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/24/2025,7198,12/24/2025,7/24/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H6XTA007198,,"$38,827.00 ","$38,827.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$38,827.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$166.09 ,$0.00 ,$0.00 ,$0.00 ,$166.09 ,$528.22 ,"$38,827.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/12/2026,7397,1/12/2026,8/12/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H62TL007397,A7866,"$50,086.20 ","$50,086.20 ",$0.00 ,,"($50,086.20)",$0.00 ,"($50,086.20)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$62.21 ,$0.00 ,$0.00 ,$0.00 ,$62.21 ,$395.03 ,"$14,541.15 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/31/2025,7528,12/31/2025,7/31/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4G72TA007528,A7852,"$39,403.00 ","$39,403.00 ",$0.00 ,,"($39,403.00)",$0.00 ,"($39,403.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$163.12 ,$0.00 ,$0.00 ,$0.00 ,$163.12 ,$490.98 ,"$38,131.94 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8277,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H60TA008277,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$376.63 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8279,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA008279,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$376.63 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8409,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H62TA008409,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$376.63 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8435,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H63TA008435,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$376.63 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8453,1/22/2026,8/22/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H29TA008453,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$147.32 ,$0.00 ,$0.00 ,$0.00 ,$147.32 ,$328.31 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8557,1/22/2026,8/22/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H2XTA008557,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$147.32 ,$0.00 ,$0.00 ,$0.00 ,$147.32 ,$328.31 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/6/2026,8652,2/6/2026,9/6/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H68TL008652,,"$50,186.20 ","$50,186.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$50,186.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$214.69 ,$0.00 ,$0.00 ,$0.00 ,$214.69 ,$374.09 ,"$50,186.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/4/2026,9115,2/4/2026,9/4/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H5XTL009115,A7902,"$47,431.60 ","$47,431.60 ",$0.00 ,,"($47,431.60)",$0.00 ,"($47,431.60)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$98.18 ,$0.00 ,$0.00 ,$0.00 ,$98.18 ,$261.93 ,"$22,950.77 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/6/2026,9148,2/6/2026,9/6/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H38TA009148,,"$36,454.90 ","$36,454.90 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$36,454.90 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$155.94 ,$0.00 ,$0.00 ,$0.00 ,$155.94 ,$271.72 ,"$36,454.90 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,9195,2/13/2026,9/13/2027,2026 Acura ACURARDXSHWD,Automobile,ACURARDXSHWD,5J8TC2H42TL009195,A7921,"$45,993.70 ","$45,993.70 ",$0.00 ,,"($45,993.70)",$0.00 ,"($45,993.70)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$57.12 ,$0.00 ,$0.00 ,$0.00 ,$57.12 ,$158.74 ,"$13,353.01 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/9/2026,9235,2/9/2026,9/9/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H24TA009235,,"$34,781.00 ","$34,781.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,781.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$148.78 ,$0.00 ,$0.00 ,$0.00 ,$148.78 ,$244.84 ,"$34,781.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,10/7/2025,9392,10/7/2025,5/7/2027,2026 Acura ACURAMDXSHWDA,Automobile,ACURAMDXSHWDA,5J8YE1H97TL009392,,"$66,543.40 ","$66,543.40 ",$0.00 ,,"($66,543.40)",$0.00 ,"($66,543.40)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$220.39 ,$0.00 ,$0.00 ,$0.00 ,$220.39 ,"$1,605.63 ","$51,517.47 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/9/2026,9397,2/9/2026,9/9/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA009397,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$278.09 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/9/2026,9423,2/9/2026,9/9/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H25TA009423,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$147.32 ,$0.00 ,$0.00 ,$0.00 ,$147.32 ,$242.43 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/9/2026,10086,3/9/2026,10/9/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4G70TA010086,,"$39,848.00 ",$0.00 ,"$39,848.00 ",3/9/2026,$0.00 ,$0.00 ,"$39,848.00 ","$39,848.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$126.47 ,$0.00 ,$0.00 ,$0.00 ,$126.47 ,$126.47 ,"$29,564.65 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/25/2026,10118,2/25/2026,9/25/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H5XTL010118,,"$47,431.60 ","$47,431.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,431.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$202.90 ,$0.00 ,$0.00 ,$0.00 ,$202.90 ,$229.10 ,"$47,431.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,10226,2/13/2026,9/13/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA010226,A7934,"$39,503.00 ","$39,503.00 ",$0.00 ,,"($39,503.00)",$0.00 ,"($39,503.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$103.58 ,$0.00 ,$0.00 ,$0.00 ,$103.58 ,$190.86 ,"$24,211.52 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,10/14/2025,10351,10/14/2025,5/14/2027,2026 Acura ACURAMDXSHWDA,Automobile,ACURAMDXSHWDA,5J8YE1H07TL010351,,"$60,571.20 ","$60,571.20 ",$0.00 ,,"($60,571.20)",$0.00 ,"($60,571.20)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$200.60 ,$0.00 ,$0.00 ,$0.00 ,$200.60 ,"$1,397.50 ","$46,893.83 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,3/2/2026,10417,3/2/2026,10/2/2027,2026 Acura RDX,Automobile,RDX,5J8TC2H86TL010417,A7970,"$54,019.00 ",$0.00 ,"$54,019.00 ",3/2/2026,"($54,019.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$82.00 ,$0.00 ,$0.00 ,$0.00 ,$82.00 ,$82.00 ,"$19,168.03 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,10584,2/13/2026,9/13/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H30TA010584,,"$36,454.90 ","$36,454.90 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$36,454.90 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$155.94 ,$0.00 ,$0.00 ,$0.00 ,$155.94 ,$236.49 ,"$36,454.90 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/17/2026,10700,2/17/2026,9/17/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H81TL010700,A7947,"$54,019.00 ","$54,019.00 ",$0.00 ,,"($54,019.00)",$0.00 ,"($54,019.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$82.00 ,$0.00 ,$0.00 ,$0.00 ,$82.00 ,$171.51 ,"$19,168.03 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,10/14/2025,10765,10/14/2025,5/14/2027,2026 Acura ACURAMDXSHWDT,Automobile,ACURAMDXSHWDT,5J8YE1H48TL010765,A7684,"$57,304.80 ","$57,304.80 ",$0.00 ,,"($57,304.80)",$0.00 ,"($57,304.80)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$134.43 ,$0.00 ,$0.00 ,$0.00 ,$134.43 ,"$1,266.80 ","$31,425.21 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,10774,2/13/2026,9/13/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H62TA010774,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$0.00 ,$0.00 ,$0.00 ,$168.99 ,$256.27 ,"$39,503.00 "
