Dealer Billing Statement for: February 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Fort Worth Dealership Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Manufacturer Name,Plant Name,Invoice Date,Invoice Number,Interest Start Date,Maturity Date,Description,Type,Model Number,Serial No/VIN,Stock/Lease No,Original Amount,Beginning Balance,Advances,Last Advance Date,Principal Payments,Principal Adjustments,Monthly Activity,Ending Balance,Current Curtailments,Past Due Curtailments,Current Maturities,Past Due Maturities,Total Principal Due,Interest Amount,Prior Period Interest Billed Current Month,Flat Charges Amount,Item Fee Amount,Total Interest / Charges / Fees Due,Inception to Date Interest,Average Daily Billing Balance
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/15/2025,4108,12/15/2025,7/15/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H69TL004108,,"$50,086.20 ","$50,086.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$50,086.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$193.71 ,$0.00 ,$0.00 ,$0.00 ,$193.71 ,$531.92 ,"$50,086.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/21/2026,4126,1/21/2026,8/21/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H48TL004126,,"$55,897.60 ","$55,897.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$216.17 ,$0.00 ,$0.00 ,$0.00 ,$216.17 ,$301.56 ,"$55,897.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/21/2026,4129,1/21/2026,8/21/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H43TL004129,,"$55,897.60 ","$55,897.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$216.17 ,$0.00 ,$0.00 ,$0.00 ,$216.17 ,$301.56 ,"$55,897.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,10/29/2025,4200,10/29/2025,5/29/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H24TA004200,A7725,"$34,336.00 ","$34,336.00 ",$0.00 ,,"($34,336.00)",$0.00 ,"($34,336.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$90.12 ,$0.00 ,$0.00 ,$0.00 ,$90.12 ,$558.07 ,"$23,299.43 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/30/2026,4258,1/30/2026,8/30/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H43TL004258,,"$55,897.60 ","$55,897.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$216.17 ,$0.00 ,$0.00 ,$0.00 ,$216.17 ,$231.70 ,"$55,897.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/23/2026,4502,1/23/2026,8/23/2027,2026 Acura RDX,Automobile,RDX,5J8TC2H71TL004502,A7878,"$52,023.00 ","$52,023.00 ",$0.00 ,,"($52,023.00)",$0.00 ,"($52,023.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$64.69 ,$0.00 ,$0.00 ,$0.00 ,$64.69 ,$129.71 ,"$16,721.68 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/6/2026,4503,2/6/2026,9/6/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H41TL004503,A7919,"$55,897.60 ",$0.00 ,"$55,897.60 ",2/6/2026,"($55,897.60)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$162.10 ,$0.00 ,$0.00 ,$0.00 ,$162.10 ,$162.10 ,"$41,923.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/16/2025,4625,12/16/2025,7/16/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H58TL004625,A7814,"$47,331.60 ","$47,331.60 ",$0.00 ,,"($47,331.60)",$0.00 ,"($47,331.60)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$52.32 ,$0.00 ,$0.00 ,$0.00 ,$52.32 ,$365.13 ,"$13,523.31 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/26/2026,4687,2/26/2026,9/26/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H44TL004687,,"$55,897.60 ",$0.00 ,"$55,897.60 ",2/26/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$23.16 ,$0.00 ,$0.00 ,$0.00 ,$23.16 ,$23.16 ,"$5,989.03 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/23/2025,4898,12/23/2025,7/23/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H5XTL004898,A7827,"$46,760.40 ","$46,760.40 ",$0.00 ,,"($46,760.40)",$0.00 ,"($46,760.40)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$19.40 ,$0.00 ,$0.00 ,$0.00 ,$19.40 ,$281.41 ,"$5,010.04 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/25/2026,4910,2/25/2026,9/25/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H43TL004910,,"$55,897.60 ",$0.00 ,"$55,897.60 ",2/25/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$30.88 ,$0.00 ,$0.00 ,$0.00 ,$30.88 ,$30.88 ,"$7,985.37 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/25/2026,4999,2/25/2026,9/25/2027,2026 Acura ACURAMDXTE,Automobile,ACURAMDXTE,5J8YD9H41TL004999,,"$55,897.60 ",$0.00 ,"$55,897.60 ",2/25/2026,$0.00 ,$0.00 ,"$55,897.60 ","$55,897.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$30.88 ,$0.00 ,$0.00 ,$0.00 ,$30.88 ,$30.88 ,"$7,985.37 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/4/2025,5064,11/4/2025,6/4/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H61TA005064,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$653.86 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/4/2025,5341,11/4/2025,6/4/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H25TA005341,A7753,"$34,336.00 ","$34,336.00 ",$0.00 ,,"($34,336.00)",$0.00 ,"($34,336.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$123.31 ,$0.00 ,$0.00 ,$0.00 ,$123.31 ,$560.30 ,"$31,883.43 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/4/2025,5390,11/4/2025,6/4/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H63TA005390,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$653.86 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/4/2025,5419,11/4/2025,6/4/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H61TA005419,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$653.86 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/4/2025,5463,11/4/2025,6/4/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H28TA005463,A7752,"$34,336.00 ","$34,336.00 ",$0.00 ,,"($34,336.00)",$0.00 ,"($34,336.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$123.31 ,$0.00 ,$0.00 ,$0.00 ,$123.31 ,$560.30 ,"$31,883.43 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/24/2025,5469,12/24/2025,7/24/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H62TL005469,,"$50,086.20 ","$50,086.20 ",$0.00 ,,"($50,086.20)",$0.00 ,"($50,086.20)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$172.96 ,$0.00 ,$0.00 ,$0.00 ,$172.96 ,$446.40 ,"$44,719.82 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/24/2025,5489,12/24/2025,7/24/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H68TL005489,,"$50,086.20 ","$50,086.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$50,086.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$193.71 ,$0.00 ,$0.00 ,$0.00 ,$193.71 ,$467.15 ,"$50,086.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,5629,2/13/2026,9/13/2027,2026 Acura INTEGRA,Automobile,INTEGRA,19UDE4G79TA005629,A7950,"$39,403.00 ",$0.00 ,"$39,403.00 ",2/13/2026,$0.00 ,$0.00 ,"$39,403.00 ","$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$87.06 ,$0.00 ,$0.00 ,$0.00 ,$87.06 ,$87.06 ,"$22,516.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/31/2025,5714,12/31/2025,7/31/2027,2026 Acura ACURARDXSHWD,Automobile,ACURARDXSHWD,5J8TC2H42TL005714,,"$45,893.70 ","$45,893.70 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,893.70 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$177.48 ,$0.00 ,$0.00 ,$0.00 ,$177.48 ,$381.86 ,"$45,893.70 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/18/2025,5756,11/18/2025,6/18/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H30TA005756,,"$36,354.90 ","$36,354.90 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$36,354.90 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$140.60 ,$0.00 ,$0.00 ,$0.00 ,$140.60 ,$528.58 ,"$36,354.90 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/15/2026,5861,1/15/2026,8/15/2027,2026 Acura RDX,Automobile,RDX,5J8TC2H71TL005861,A7885,"$52,023.00 ","$52,023.00 ",$0.00 ,,"($52,023.00)",$0.00 ,"($52,023.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$122.16 ,$0.00 ,$0.00 ,$0.00 ,$122.16 ,$244.98 ,"$31,585.39 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/2/2025,5863,12/2/2025,7/2/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H31TA005863,,"$36,354.90 ","$36,354.90 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$36,354.90 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$140.60 ,$0.00 ,$0.00 ,$0.00 ,$140.60 ,$453.99 ,"$36,354.90 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/31/2025,5963,12/31/2025,7/31/2027,2026 Acura ACURARDXSHWD,Automobile,ACURARDXSHWD,5J8TC2H41TL005963,,"$45,893.70 ","$45,893.70 ",$0.00 ,,"($45,893.70)",$0.00 ,"($45,893.70)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$158.47 ,$0.00 ,$0.00 ,$0.00 ,$158.47 ,$362.85 ,"$40,976.52 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,9/5/2025,5994,9/5/2025,4/5/2027,2026 Acura ACURAMDXSHWDA,Automobile,ACURAMDXSHWDA,5J8YE1H02TL005994,,"$60,006.00 ","$60,006.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$60,006.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$232.06 ,$0.00 ,$0.00 ,$0.00 ,$232.06 ,"$1,545.32 ","$60,006.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,11/25/2025,6075,11/25/2025,6/25/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H60TA006075,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$532.41 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/30/2025,6270,12/30/2025,7/30/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H57TL006270,A7850,"$47,331.60 ","$47,331.60 ",$0.00 ,,"($47,331.60)",$0.00 ,"($47,331.60)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$169.97 ,$0.00 ,$0.00 ,$0.00 ,$169.97 ,$387.57 ,"$43,950.77 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/14/2026,6291,1/14/2026,8/14/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H54TL006291,,"$47,331.60 ","$47,331.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,331.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$183.04 ,$0.00 ,$0.00 ,$0.00 ,$183.04 ,$301.36 ,"$47,331.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/14/2026,6346,1/14/2026,8/14/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H53TL006346,,"$47,331.60 ","$47,331.60 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$47,331.60 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$183.04 ,$0.00 ,$0.00 ,$0.00 ,$183.04 ,$301.36 ,"$47,331.60 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/16/2025,6421,12/16/2025,7/16/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA006421,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$412.79 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/16/2025,6445,12/16/2025,7/16/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H67TA006445,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$412.79 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/30/2025,6488,12/30/2025,7/30/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H36TA006488,A7825,"$36,354.90 ","$36,354.90 ",$0.00 ,,"($36,354.90)",$0.00 ,"($36,354.90)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$85.37 ,$0.00 ,$0.00 ,$0.00 ,$85.37 ,$252.50 ,"$22,072.62 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/24/2025,7011,12/24/2025,7/24/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H34TA007011,A7840,"$36,354.90 ","$36,354.90 ",$0.00 ,,"($36,354.90)",$0.00 ,"($36,354.90)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$55.25 ,$0.00 ,$0.00 ,$0.00 ,$55.25 ,$253.72 ,"$14,282.28 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/30/2025,7120,12/30/2025,7/30/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H66TA007120,A7838,"$39,403.00 ","$39,403.00 ",$0.00 ,,"($39,403.00)",$0.00 ,"($39,403.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$27.23 ,$0.00 ,$0.00 ,$0.00 ,$27.23 ,$208.37 ,"$7,036.25 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/31/2025,7195,12/31/2025,7/31/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA007195,,"$38,827.00 ","$38,827.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$38,827.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$150.16 ,$0.00 ,$0.00 ,$0.00 ,$150.16 ,$323.08 ,"$38,827.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/24/2025,7198,12/24/2025,7/24/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H6XTA007198,,"$38,827.00 ","$38,827.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$38,827.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$150.16 ,$0.00 ,$0.00 ,$0.00 ,$150.16 ,$362.13 ,"$38,827.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/12/2026,7397,1/12/2026,8/12/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H62TL007397,,"$50,086.20 ","$50,086.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$50,086.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$193.71 ,$0.00 ,$0.00 ,$0.00 ,$193.71 ,$332.82 ,"$50,086.20 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,12/31/2025,7528,12/31/2025,7/31/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4G72TA007528,,"$39,403.00 ","$39,403.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,403.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$0.00 ,$0.00 ,$0.00 ,$152.38 ,$327.86 ,"$39,403.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,9/30/2025,7934,9/30/2025,4/30/2027,2026 Acura ACURAMDXSHWDA,Automobile,ACURAMDXSHWDA,5J8YE1H97TL007934,,"$66,543.40 ","$66,543.40 ",$0.00 ,,"($66,543.40)",$0.00 ,"($66,543.40)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$229.78 ,$0.00 ,$0.00 ,$0.00 ,$229.78 ,"$1,428.25 ","$59,413.75 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,8039,2/13/2026,9/13/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H81TL008039,A7922,"$54,019.00 ",$0.00 ,"$54,019.00 ",2/13/2026,"($54,019.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$82.06 ,$0.00 ,$0.00 ,$0.00 ,$82.06 ,$82.06 ,"$21,221.75 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8277,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H60TA008277,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.78 ,$0.00 ,$0.00 ,$0.00 ,$152.78 ,$207.64 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8279,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H64TA008279,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.78 ,$0.00 ,$0.00 ,$0.00 ,$152.78 ,$207.64 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8409,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H62TA008409,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.78 ,$0.00 ,$0.00 ,$0.00 ,$152.78 ,$207.64 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8435,1/22/2026,8/22/2027,2026 Acura ACURAINTEGA-S,Automobile,ACURAINTEGA-S,19UDE4H63TA008435,,"$39,503.00 ","$39,503.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$39,503.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$152.78 ,$0.00 ,$0.00 ,$0.00 ,$152.78 ,$207.64 ,"$39,503.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8453,1/22/2026,8/22/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H29TA008453,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$133.17 ,$0.00 ,$0.00 ,$0.00 ,$133.17 ,$180.99 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,1/22/2026,8557,1/22/2026,8/22/2027,2026 Acura ACURAINTEG,Automobile,ACURAINTEG,19UDE4H2XTA008557,,"$34,436.00 ","$34,436.00 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$34,436.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$133.17 ,$0.00 ,$0.00 ,$0.00 ,$133.17 ,$180.99 ,"$34,436.00 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/6/2026,8652,2/6/2026,9/6/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H68TL008652,,"$50,186.20 ",$0.00 ,"$50,186.20 ",2/6/2026,$0.00 ,$0.00 ,"$50,186.20 ","$50,186.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$159.40 ,$0.00 ,$0.00 ,$0.00 ,$159.40 ,$159.40 ,"$41,224.38 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/6/2026,8764,2/6/2026,9/6/2027,2026 Acura ACURARDXSHWDA,Automobile,ACURARDXSHWDA,5J8TC2H77TL008764,A7900,"$52,123.00 ",$0.00 ,"$52,123.00 ",2/6/2026,"($52,123.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$151.15 ,$0.00 ,$0.00 ,$0.00 ,$151.15 ,$151.15 ,"$39,092.25 "
"3125 NE Loop 820  Fort Worth, TX 76110",Acura,Auto - Acura Plant (Floorplan-New) - East,2/13/2026,9114,2/13/2026,9/13/2027,2026 Acura ACURARDXSHWDT,Automobile,ACURARDXSHWDT,5J8TC2H58TL009114,A7936,"$47,431.60 ",$0.00 ,"$47,431.60 ",2/13/2026,"($47,431.60)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$78.60 ,$0.00 ,$0.00 ,$0.00 ,$78.60 ,$78.60 ,"$20,327.83 "
