month,row,classification,boa_description,vin,vin6,boa_ending_balance,dt_2100_amount,dt_vin6,dt_description,dt_vin_extracted,dt_date,control_number
APRIL26,97,matched,2025 Mazda MX5 GT 6P,JM1NDAD71S0659781,659781,36334.0,-36334.0,659781,2025 MAZDA MX-5 MIATA   1/05/26  JM1NDAD71S0659781,JM1NDAD71S0659781,1/05/26,M21178
APRIL26,98,matched,2026 Mazda 50H PF XA,7MMVAABW7TN145876,145876,36398.0,-36398.0,145876,HILEY                  10/15/25  7MMVAABW7TN145876,7MMVAABW7TN145876,10/15/25,M20843
APRIL26,99,matched,2026 Mazda C50 PR XA,7MMVABDL8TN480976,480976,36544.0,-36544.0,480976,2026 MAZDA CX-50        3/05/26  7MMVABDL8TN480976,7MMVABDL8TN480976,3/05/26,M21413
APRIL26,100,matched,2026 Mazda C50 PR XA,7MMVABDL3TN489892,489892,36544.0,-36544.0,489892,"CLARK, MARLON CHRISTO   4/09/26  7MMVABDL3TN489892",7MMVABDL3TN489892,4/09/26,M21606
APRIL26,101,matched,2026 Mazda M3S PP TXA,JM1BPBEY5T1878052,878052,37216.0,-37216.0,878052,DENTON MAZDA            4/14/26  JM1BPBEY5T1878052,JM1BPBEY5T1878052,4/14/26,M21524
APRIL26,102,matched,2026 Mazda MX5 GT A,JM1NDAD74T0701460,701460,37816.0,-37816.0,701460,2026 MAZDA MX-5 MIATA   4/01/26  JM1NDAD74T0701460,JM1NDAD74T0701460,4/01/26,M21346
APRIL26,103,matched,2026 Mazda CX5,JM3KMDHAXT0108252,108252,38234.0,-38234.0,108252,2026 MAZDA CX-5         4/30/26  JM3KMDHAXT0108252,JM3KMDHAXT0108252,4/30/26,M21774
APRIL26,104,matched,2026 Mazda CX5 PR XA,JM3KMDHA6T0102884,102884,38302.0,-38302.0,102884,HILEY                   3/18/26  JM3KMDHA6T0102884,JM3KMDHA6T0102884,3/18/26,M21335
APRIL26,105,matched,2026 Mazda CX5 PR XA,JM3KMDHA4T0120607,120607,38510.0,-38510.0,120607,HILEY                   4/06/26  JM3KMDHA4T0120607,JM3KMDHA4T0120607,4/06/26,M21463
APRIL26,106,matched,2026 Mazda CX5 PR XA,JM3KMDHA4T0124964,124964,38526.0,-38526.0,124964,"ARMSTRONG, ANDREA DEN   4/27/26  JM3KMDHA4T0124964",JM3KMDHA4T0124964,4/27/26,M21544
APRIL26,107,matched,2026 Mazda CX5 PR XA,JM3KMDHA1T0108544,108544,38566.0,-38566.0,108544,HILEY                   3/24/26  JM3KMDHA1T0108544,JM3KMDHA1T0108544,3/24/26,M21334
APRIL26,108,matched,2026 Mazda C30 PP TXA,3MVDMBEY9TM113994,113994,39039.0,-39039.0,113994,"BOST, CARMEN ZARATE    10/27/25  3MVDMBEY9TM113994",3MVDMBEY9TM113994,10/27/25,M20955
APRIL26,109,matched,2026 Mazda C50 25 TXA,7MMVABCY8TN475306,475306,39119.0,-39119.0,475306,2026 MAZDA CX-50        2/23/26  7MMVABCY8TN475306,7MMVABCY8TN475306,2/23/26,M21376
APRIL26,110,matched,2026 Mazda 50H PR XA,7MMVAADW6TN163055,163055,39363.0,-39363.0,163055,2026 MAZDA CX-50 HYBR   3/04/26  7MMVAADW6TN163055,7MMVAADW6TN163055,3/04/26,M21382
APRIL26,111,matched,2026 Mazda 50H PR XA,7MMVAADW9TN169870,169870,39363.0,-39363.0,169870,2026 MAZDA CX-50 HYBR   4/14/26  7MMVAADW9TN169870,7MMVAADW9TN169870,4/14/26,M21611
APRIL26,112,matched,2026 Mazda 50H PR XA,7MMVAADW8TN145379,145379,39523.0,-39523.0,145379,HILEY SERVICE LOANER   10/14/25  7MMVAADW8TN145379,7MMVAADW8TN145379,10/14/25,M20851
APRIL26,113,matched,2026 Mazda C90 SE XA,JM3KKAHD7T1361294,361294,39552.0,-39552.0,361294,HILEY SERVICE LOANER   12/03/25  JM3KKAHD7T1361294,JM3KKAHD7T1361294,12/03/25,M21083
APRIL26,114,matched,2026 Mazda MXR GT 6P,JM1NDAM71T0700847,700847,39571.0,-39571.0,700847,2026 MAZDA MX-5 MIATA   3/30/26  JM1NDAM71T0700847,JM1NDAM71T0700847,3/30/26,M21350
APRIL26,115,matched,2026 Mazda MXR GT 6P,JM1NDAM71T0701528,701528,39571.0,-39571.0,701528,2026 MAZDA MX-5 MIATA   4/01/26  JM1NDAM71T0701528,JM1NDAM71T0701528,4/01/26,M21351
APRIL26,116,matched,2026 Mazda 50H PR XA,7MMVAADW1TN145479,145479,39619.0,-39619.0,145479,HILEY                  10/14/25  7MMVAADW1TN145479,7MMVAADW1TN145479,10/14/25,M20848
APRIL26,117,matched,2026 Mazda C30 PP TXA,3MVDMBEY3TM140513,140513,39718.0,-39718.0,140513,2026 MAZDA CX-30        3/04/26  3MVDMBEY3TM140513,3MVDMBEY3TM140513,3/04/26,M21442
APRIL26,118,matched,2026 Mazda 50H PR XA,7MMVAADW8TN149786,149786,39853.0,-39853.0,149786,HILEY                  11/08/25  7MMVAADW8TN149786,7MMVAADW8TN149786,11/08/25,M20979
APRIL26,119,matched,2026 Mazda C50 25 TXA,7MMVABCY2TN478752,478752,39927.0,-39927.0,478752,2026 MAZDA CX-50        3/02/26  7MMVABCY2TN478752,7MMVABCY2TN478752,3/02/26,M21375
APRIL26,120,matched,2026 Mazda C50 25 TXA,7MMVABCY2TN473888,473888,39929.0,-39929.0,473888,2026 MAZDA CX-50        2/13/26  7MMVABCY2TN473888,7MMVABCY2TN473888,2/13/26,M21287
APRIL26,121,matched,2026 Mazda CX5 PP XA,JM3KMEHA3T0116148,116148,40018.0,-40018.0,116148,"BANKS, IMERI JUDITH     4/06/26  JM3KMEHA3T0116148",JM3KMEHA3T0116148,4/06/26,M21429
APRIL26,122,matched,2026 Mazda CX5 PP XA,JM3KMEHA6T0117911,117911,40042.0,-40042.0,117911,2026 MAZDA CX-5         4/13/26  JM3KMEHA6T0117911,JM3KMEHA6T0117911,4/13/26,M21460
APRIL26,123,matched,2026 Mazda C90 SE XA,JM3KKAHDXT1361063,361063,40120.0,-40120.0,361063,2026 MAZDA CX-90       12/03/25  JM3KKAHDXT1361063,JM3KKAHDXT1361063,12/03/25,M21079
APRIL26,124,matched,2026 Mazda CX5 PP XA,JM3KMEHA0T0116690,116690,40158.0,-40158.0,116690,2026 MAZDA CX-5         4/06/26  JM3KMEHA0T0116690,JM3KMEHA0T0116690,4/06/26,M21426
APRIL26,125,matched,2026 Mazda CX5 PP XA,JM3KMEHA6T0117875,117875,40182.0,-40182.0,117875,2026 MAZDA CX-5         4/13/26  JM3KMEHA6T0117875,JM3KMEHA6T0117875,4/13/26,M21459
APRIL26,126,matched,2026 Mazda C90 SE XA,JM3KKAHD0T1361024,361024,40192.0,-40192.0,361024,2026 MAZDA CX-90       12/03/25  JM3KKAHD0T1361024,JM3KKAHD0T1361024,12/03/25,M21080
APRIL26,127,matched,2026 Mazda CX5 PP XA,JM3KMEHA8T0122768,122768,40254.0,-40254.0,122768,2026 MAZDA CX-5         4/14/26  JM3KMEHA8T0122768,JM3KMEHA8T0122768,4/14/26,M21461
APRIL26,128,matched,2026 Mazda CX5 PP XA,JM3KMEHA1T0121252,121252,40576.0,-40576.0,121252,2026 MAZDA CX-5         4/13/26  JM3KMEHA1T0121252,JM3KMEHA1T0121252,4/13/26,M21457
APRIL26,129,matched,2026 Mazda CX5 PP XA,JM3KMEHA5T0116796,116796,40620.0,-40620.0,116796,2026 MAZDA CX-5         4/06/26  JM3KMEHA5T0116796,JM3KMEHA5T0116796,4/06/26,M21433
APRIL26,130,matched,2026 Mazda CX5 PP XA,JM3KMEHA5T0116376,116376,40640.0,-40640.0,116376,2026 MAZDA CX-5         4/09/26  JM3KMEHA5T0116376,JM3KMEHA5T0116376,4/09/26,M21432
APRIL26,131,matched,2026 Mazda CX5 PP XA,JM3KMEHA4T0124534,124534,40676.0,-40676.0,124534,2026 MAZDA CX-5         4/30/26  JM3KMEHA4T0124534,JM3KMEHA4T0124534,4/30/26,M21484
APRIL26,132,matched,2026 Mazda CX5 PP XA,JM3KMEHA7T0116301,116301,40688.0,-40688.0,116301,2026 MAZDA CX-5         4/06/26  JM3KMEHA7T0116301,JM3KMEHA7T0116301,4/06/26,M21435
APRIL26,133,matched,2026 Mazda CX5 PP XA,JM3KMEHA1T0113636,113636,40712.0,-40712.0,113636,HILEY                   4/06/26  JM3KMEHA1T0113636,JM3KMEHA1T0113636,4/06/26,M21427
APRIL26,134,matched,2026 Mazda CX5 PP XA,JM3KMEHAXT0110301,110301,40724.0,-40724.0,110301,"AVULA, SHASHIKUMAR      3/25/26  JM3KMEHAXT0110301",JM3KMEHAXT0110301,3/25/26,M21425
APRIL26,135,matched,2026 Mazda CX5 PP XA,JM3KMEHAXT0126630,126630,40724.0,-40724.0,126630,2026 MAZDA CX-5         4/23/26  JM3KMEHAXT0126630,JM3KMEHAXT0126630,4/23/26,M21542
APRIL26,136,matched,2026 Mazda CX5 PP XA,JM3KMEHA9T0110029,110029,40760.0,-40760.0,110029,2026 MAZDA CX-5         3/25/26  JM3KMEHA9T0110029,JM3KMEHA9T0110029,3/25/26,M21436
APRIL26,137,matched,2026 Mazda MXR GT A,JM1NDAM70T0701455,701455,40774.0,-40774.0,701455,"HOLMAN, TONY            4/01/26  JM1NDAM70T0701455",JM1NDAM70T0701455,4/01/26,M21347
APRIL26,138,matched,2026 Mazda CX5 PP XA,JM3KMEHA1T0102801,102801,40800.0,-40800.0,102801,HILEY                   3/18/26  JM3KMEHA1T0102801,JM3KMEHA1T0102801,3/18/26,M21329
APRIL26,139,matched,2026 Mazda CX5 PP XA,JM3KMEHA6T0108609,108609,40860.0,-40860.0,108609,2026 MAZDA CX-5         3/30/26  JM3KMEHA6T0108609,JM3KMEHA6T0108609,3/30/26,M21331
APRIL26,140,matched,2026 Mazda MXR GT A,JM1NDAM71T0704154,704154,41062.0,-41062.0,704154,2026 MAZDA MX-5 MIATA   4/27/26  JM1NDAM71T0704154,JM1NDAM71T0704154,4/27/26,M21528
APRIL26,141,matched,2026 Mazda 50H PP XA,7MMVAAEW8TN149933,149933,41886.0,-41886.0,149933,2026 MAZDA CX-50 HYBR  11/13/25  7MMVAAEW8TN149933,7MMVAAEW8TN149933,11/13/25,M21043
APRIL26,142,matched,2026 Mazda C50 MR TXA,7MMVABXY1TN481362,481362,41907.0,-41907.0,481362,HILEY MAZDA OF ARLING   3/06/26  7MMVABXY1TN481362,7MMVABXY1TN481362,3/06/26,M21414
APRIL26,143,matched,2026 Mazda C50 MR TXA,7MMVABXY8TN481374,481374,41907.0,-41907.0,481374,2026 MAZDA CX-50        3/06/26  7MMVABXY8TN481374,7MMVABXY8TN481374,3/06/26,M21415
APRIL26,144,matched,2026 Mazda 50H PP XA,7MMVAAEW7TN149423,149423,42416.0,-42416.0,149423,"SCHOCHET, WILLIAM ALA  11/08/25  7MMVAAEW7TN149423",7MMVAAEW7TN149423,11/08/25,M20982
APRIL26,145,matched,2026 Mazda 50H PP XA,7MMVAAEW7TN149633,149633,42416.0,-42416.0,149633,2026 MAZDA CX-50 HYBR  11/10/25  7MMVAAEW7TN149633,7MMVAAEW7TN149633,11/10/25,M20989
APRIL26,146,matched,2026 Mazda 50H PP XA,7MMVAAEW3TN150021,150021,42416.0,-42416.0,150021,HILEY                  11/14/25  7MMVAAEW3TN150021,7MMVAAEW3TN150021,11/14/25,M21047
APRIL26,147,matched,2026 Mazda 50H PP XA,7MMVAAEW9TN156387,156387,42416.0,-42416.0,156387,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEW9TN156387,7MMVAAEW9TN156387,1/05/26,M21174
APRIL26,148,matched,2026 Mazda 50H PP XA,7MMVAAEW6TN156394,156394,42416.0,-42416.0,156394,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEW6TN156394,7MMVAAEW6TN156394,1/05/26,M21173
APRIL26,149,matched,2026 Mazda 50H PP XA,7MMVAAEWXTN156396,156396,42416.0,-42416.0,156396,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEWXTN156396,7MMVAAEWXTN156396,1/05/26,M21172
APRIL26,150,matched,2026 Mazda 50H PP XA,7MMVAAEW2TN156912,156912,42416.0,-42416.0,156912,2026 MAZDA CX-50 HYBR   1/15/26  7MMVAAEW2TN156912,7MMVAAEW2TN156912,1/15/26,M21189
APRIL26,151,matched,2026 Mazda 50H PP XA,7MMVAAEW3TN157454,157454,42416.0,-42416.0,157454,2026 MAZDA CX-50 HYBR   1/16/26  7MMVAAEW3TN157454,7MMVAAEW3TN157454,1/16/26,M21260
APRIL26,152,matched,2026 Mazda 50H PP XA,7MMVAAEW8TN157756,157756,42416.0,-42416.0,157756,2026 MAZDA CX-50 HYBR   1/19/26  7MMVAAEW8TN157756,7MMVAAEW8TN157756,1/19/26,M21263
APRIL26,153,matched,2026 Mazda C70 PF XA,JM3KJBHD0T1203419,203419,42964.0,-42964.0,203419,HILEY                   1/29/26  JM3KJBHD0T1203419,JM3KJBHD0T1203419,1/29/26,M21209
APRIL26,154,matched,2026 Mazda C70 PF XA,JM3KJBHD2T1201235,201235,43488.0,-43488.0,201235,2026 MAZDA CX-70       12/03/25  JM3KJBHD2T1201235,JM3KJBHD2T1201235,12/03/25,M21075
APRIL26,155,matched,2026 Mazda C70,JM3KJBHD9T1203094,203094,43488.0,-43488.0,203094,2026 MAZDA CX-70        3/30/26  JM3KJBHD9T1203094,JM3KJBHD9T1203094,3/30/26,M21498
APRIL26,156,matched,2026 Mazda C70 PF XA,JM3KJBHD0T1203212,203212,43488.0,-43488.0,203212,"DUGAN, CHRISTOPHER JA   1/22/26  JM3KJBHD0T1203212",JM3KJBHD0T1203212,1/22/26,M21207
APRIL26,157,matched,2026 Mazda C70 PF XA,JM3KJBHD3T1203267,203267,43488.0,-43488.0,203267,2026 MAZDA CX-70        2/03/26  JM3KJBHD3T1203267,JM3KJBHD3T1203267,2/03/26,M21212
APRIL26,158,matched,2026 Mazda C90,JM3KKBHD2T1364741,364741,43806.0,-43806.0,364741,HILEY MAZDA OF BURLES   4/15/26  JM3KKBHD2T1364741,JM3KKBHD2T1364741,4/15/26,M21628
APRIL26,159,matched,2026 Mazda C90,JM3KKBHD8T1371886,371886,43806.0,-43806.0,371886,"GABRIEL, SARAH ANNE     4/29/26  JM3KKBHD8T1371886",JM3KKBHD8T1371886,4/29/26,M21766
APRIL26,160,matched,2026 Mazda C90 PF XA,JM3KKBHD8T1368499,368499,43926.0,-43926.0,368499,HILEY LOANER            1/05/26  JM3KKBHD8T1368499,JM3KKBHD8T1368499,1/05/26,M21118
APRIL26,161,matched,2026 Mazda C90,JM3KKBHD9T1374604,374604,43986.0,-43986.0,374604,2026 MAZDA CX-90        4/23/26  JM3KKBHD9T1374604,JM3KKBHD9T1374604,4/23/26,M21633
APRIL26,162,matched,2026 Mazda C50 PP TXA,7MMVABEY3TN481947,481947,44254.0,-44254.0,481947,2026 MAZDA CX-50        3/11/26  7MMVABEY3TN481947,7MMVABEY3TN481947,3/11/26,M21419
APRIL26,163,matched,2026 Mazda C50 PP TXA,7MMVABEYXTN481444,481444,44540.0,-44540.0,481444,2026 MAZDA CX-50        3/14/26  7MMVABEYXTN481444,7MMVABEYXTN481444,3/14/26,M21418
APRIL26,164,matched,2026 Mazda C50 PP TXA,7MMVABEY5TN490827,490827,44542.0,-44542.0,490827,2026 MAZDA CX-50        4/13/26  7MMVABEY5TN490827,7MMVABEY5TN490827,4/13/26,M21609
APRIL26,165,matched,2026 Mazda C50 PP TXA,7MMVABEY6TN465533,465533,44630.0,-44630.0,465533,"MEHTA, SANDIP GATUBHA  12/22/25  7MMVABEY6TN465533",7MMVABEY6TN465533,12/22/25,M21130
APRIL26,166,matched,2026 Mazda C50 PP TXA,7MMVABEY4TN476563,476563,44632.0,-44632.0,476563,2026 MAZDA CX-50        2/19/26  7MMVABEY4TN476563,7MMVABEY4TN476563,2/19/26,M21372
APRIL26,167,matched,2026 Mazda C50,7MMVABEY1TN483650,483650,44632.0,-44632.0,483650,2026 MAZDA CX-50        4/29/26  7MMVABEY1TN483650,7MMVABEY1TN483650,4/29/26,M21491
APRIL26,168,matched,2026 Mazda C7P SC XA,JM3KJAHF1T1350456,350456,45470.0,-45470.0,350456,2026 MAZDA CX-70 PHEV   2/12/26  JM3KJAHF1T1350456,JM3KJAHF1T1350456,2/12/26,M21221
APRIL26,169,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1359605,359605,47475.0,-47475.0,359605,HILEY                  12/03/25  JM3KKCHD5T1359605,JM3KKCHD5T1359605,12/03/25,M20959
APRIL26,170,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1373164,373164,47655.0,-47655.0,373164,2026 MAZDA CX-90        2/09/26  JM3KKCHD5T1373164,JM3KKCHD5T1373164,2/09/26,M21232
APRIL26,171,matched,2026 Mazda C90 PR XA,JM3KKCHD3T1364852,364852,47735.0,-47735.0,364852,2026 MAZDA CX-90       12/22/25  JM3KKCHD3T1364852,JM3KKCHD3T1364852,12/22/25,M21157
APRIL26,172,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1370653,370653,47847.0,-47847.0,370653,2026 MAZDA CX-90        2/03/26  JM3KKCHD5T1370653,JM3KKCHD5T1370653,2/03/26,M21230
APRIL26,173,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1377277,377277,47851.0,-47851.0,377277,2026 MAZDA CX-90        3/04/26  JM3KKCHD5T1377277,JM3KKCHD5T1377277,3/04/26,M21341
APRIL26,174,matched,2026 Mazda C90 PR XA,JM3KKCHD8T1358559,358559,47891.0,-47891.0,358559,HILEY                  11/25/25  JM3KKCHD8T1358559,JM3KKCHD8T1358559,11/25/25,M20953
APRIL26,175,matched,2026 Mazda C90 PR XA,JM3KKCHD1T1376806,376806,47971.0,-47971.0,376806,2026 MAZDA CX-90        3/11/26  JM3KKCHD1T1376806,JM3KKCHD1T1376806,3/11/26,M21268
APRIL26,176,matched,2026 Mazda C90 PR XA,JM3KKCHD7T1387129,387129,48019.0,-48019.0,387129,2026 MAZDA CX-90        4/13/26  JM3KKCHD7T1387129,JM3KKCHD7T1387129,4/13/26,M21561
APRIL26,177,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1372015,372015,48051.0,-48051.0,372015,2026 MAZDA CX-90        2/02/26  JM3KKCHD5T1372015,JM3KKCHD5T1372015,2/02/26,M21231
APRIL26,178,matched,2026 Mazda C90 PR XA,JM3KKCHD9T1372793,372793,48151.0,-48151.0,372793,2026 MAZDA CX-90        2/13/26  JM3KKCHD9T1372793,JM3KKCHD9T1372793,2/13/26,M21291
APRIL26,179,matched,2026 Mazda C90 PR XA,JM3KKCHD3T1378072,378072,48399.0,-48399.0,378072,2026 MAZDA CX-90        3/14/26  JM3KKCHD3T1378072,JM3KKCHD3T1378072,3/14/26,M21340
APRIL26,180,matched,2026 Mazda C90,JM3KKCHD2T1352062,352062,48415.0,-48415.0,352062,HILEY LOANER           11/17/25  JM3KKCHD2T1352062,JM3KKCHD2T1352062,11/17/25,M20993
APRIL26,181,matched,2026 Mazda C90 PR XA,JM3KKCHD1T1352117,352117,48675.0,-48675.0,352117,HILEY                  10/19/25  JM3KKCHD1T1352117,JM3KKCHD1T1352117,10/19/25,M20813
APRIL26,182,matched,2026 Mazda C70 PP XA,JM3KJEHD5T1203174,203174,50705.0,-50705.0,203174,2026 MAZDA CX-70        1/22/26  JM3KJEHD5T1203174,JM3KJEHD5T1203174,1/22/26,M21218
APRIL26,183,matched,2026 Mazda C70 PP XA,JM3KJEHD2T1203536,203536,50705.0,-50705.0,203536,2026 MAZDA CX-70        2/02/26  JM3KJEHD2T1203536,JM3KJEHD2T1203536,2/02/26,M21215
APRIL26,184,matched,2026 Mazda C70 PP XA,JM3KJEHD1T1203401,203401,50825.0,-50825.0,203401,2026 MAZDA CX-70        2/06/26  JM3KJEHD1T1203401,JM3KJEHD1T1203401,2/06/26,M21214
APRIL26,185,matched,2026 Mazda C70 PP XA,JM3KJEHD4T1203960,203960,50825.0,-50825.0,203960,2026 MAZDA CX-70        2/09/26  JM3KJEHD4T1203960,JM3KJEHD4T1203960,2/09/26,M21216
APRIL26,186,matched,2026 Mazda C70 PP XA,JM3KJEHD0T1202353,202353,50965.0,-50965.0,202353,2026 MAZDA CX-70       12/30/25  JM3KJEHD0T1202353,JM3KJEHD0T1202353,12/30/25,M21090
APRIL26,187,matched,2026 Mazda C90 PP XA,JM3KKEHD7T1374456,374456,51143.0,-51143.0,374456,2026 MAZDA CX-90        2/14/26  JM3KKEHD7T1374456,JM3KKEHD7T1374456,2/14/26,M21247
APRIL26,188,matched,2026 Mazda C90 PP XA,JM3KKEHD3T1358545,358545,51323.0,-51323.0,358545,HILEY SERVICE LOANER   12/01/25  JM3KKEHD3T1358545,JM3KKEHD3T1358545,12/01/25,M20949
APRIL26,189,matched,2026 Mazda C90 PP XA,JM3KKEHD3T1360361,360361,51323.0,-51323.0,360361,2026 MAZDA CX-90       12/06/25  JM3KKEHD3T1360361,JM3KKEHD3T1360361,12/06/25,M21077
APRIL26,190,matched,2026 Mazda C90 PP XA,JM3KKEHD4T1358778,358778,51587.0,-51587.0,358778,2026 MAZDA CX-90       12/09/25  JM3KKEHD4T1358778,JM3KKEHD4T1358778,12/09/25,M20951
APRIL26,191,matched,2026 Mazda C90 PP XA,JM3KKEHD0T1365601,365601,51587.0,-51587.0,365601,2026 MAZDA CX-90       12/30/25  JM3KKEHD0T1365601,JM3KKEHD0T1365601,12/30/25,M21096
APRIL26,192,matched,2026 Mazda C90 PP XA,JM3KKEHD4T1358196,358196,51667.0,-51667.0,358196,2026 MAZDA CX-90       11/24/25  JM3KKEHD4T1358196,JM3KKEHD4T1358196,11/24/25,M20950
APRIL26,193,matched,2026 Mazda C90 PP XA,JM3KKEHD4T1365617,365617,51667.0,-51667.0,365617,2026 MAZDA CX-90       12/30/25  JM3KKEHD4T1365617,JM3KKEHD4T1365617,12/30/25,M21097
APRIL26,194,matched,2026 Mazda C90 PP XA,JM3KKEHD4T1359218,359218,51847.0,-51847.0,359218,2026 MAZDA CX-90       12/05/25  JM3KKEHD4T1359218,JM3KKEHD4T1359218,12/05/25,M20957
APRIL26,195,matched,2026 Mazda C90 PP XA,JM3KKEHD5T1364315,364315,51847.0,-51847.0,364315,2026 MAZDA CX-90       12/18/25  JM3KKEHD5T1364315,JM3KKEHD5T1364315,12/18/25,M21098
APRIL26,196,matched,2026 Mazda C90 PP XA,JM3KKEHD3T1372252,372252,51847.0,-51847.0,372252,2026 MAZDA CX-90        2/03/26  JM3KKEHD3T1372252,JM3KKEHD3T1372252,2/03/26,M21225
APRIL26,197,matched,2026 Mazda C70 SPR XA,JM3KJDHC2T1205675,205675,54399.0,-54399.0,205675,"ROSENTHAL, CANDICE DI   3/20/26  JM3KJDHC2T1205675",JM3KJDHC2T1205675,3/20/26,M21338
APRIL26,198,matched,2026 Mazda C70 SPR XA,JM3KJDHC6T1204299,204299,54443.0,-54443.0,204299,2026 MAZDA CX-70        2/14/26  JM3KJDHC6T1204299,JM3KJDHC6T1204299,2/14/26,M21297
APRIL26,199,matched,2026 Mazda C70 SPR XA,JM3KJDHC4T1205046,205046,54663.0,-54663.0,205046,2026 MAZDA CX-70        2/27/26  JM3KJDHC4T1205046,JM3KJDHC4T1205046,2/27/26,M21265
APRIL26,200,matched,2026 Mazda C70 SPR XA,JM3KJDHCXT1207853,207853,54663.0,-54663.0,207853,2026 MAZDA CX-70        4/22/26  JM3KJDHCXT1207853,JM3KJDHCXT1207853,4/22/26,M21558
APRIL26,201,matched,2026 Mazda C90 SPR XA,JM3KKDHC5T1376689,376689,54757.0,-54757.0,376689,2026 MAZDA CX-90        3/04/26  JM3KKDHC5T1376689,JM3KKDHC5T1376689,3/04/26,M21269
APRIL26,202,matched,2026 Mazda C90 SPR XA,JM3KKDHC9T1364061,364061,55225.0,-55225.0,364061,2026 MAZDA CX-90       12/18/25  JM3KKDHC9T1364061,JM3KKDHC9T1364061,12/18/25,M21105
APRIL26,203,matched,2026 Mazda C90 SPR XA,JM3KKDHC0T1372758,372758,55461.0,-55461.0,372758,2026 MAZDA CX-90        2/06/26  JM3KKDHC0T1372758,JM3KKDHC0T1372758,2/06/26,M21237
APRIL26,204,matched,2026 Mazda C70 SPP XA,JM3KJEHC4T1207594,207594,57827.0,-57827.0,207594,2026 MAZDA CX-70        4/14/26  JM3KJEHC4T1207594,JM3KJEHC4T1207594,4/14/26,M21468
APRIL26,205,matched,2026 Mazda C70 SPP XA,JM3KJEHC1T1205088,205088,58179.0,-58179.0,205088,HILEY                   3/02/26  JM3KJEHC1T1205088,JM3KJEHC1T1205088,3/02/26,M21264
APRIL26,206,matched,2026 Mazda C90 SPP XA,JM3KKEHC7T1387103,387103,58306.0,-58306.0,387103,2026 MAZDA CX-90        4/14/26  JM3KKEHC7T1387103,JM3KKEHC7T1387103,4/14/26,M21562
