month,row,classification,boa_description,vin,vin6,boa_ending_balance,dt_2100_amount,dt_vin6,dt_description,dt_vin_extracted,dt_date,control_number
MAR26,77,matched,2026 Mazda M3H,JM1BPBLL4T1857300,857300,32511.0,-32511.0,857300,2026 MAZDA MAZDA3 HAT   1/29/26  JM1BPBLL4T1857300,JM1BPBLL4T1857300,1/29/26,M21282
MAR26,78,matched,2025 Mazda CX5,JM3KFBCM2S0708021,708021,32558.0,-32558.0,708021,HILEY SERVICE LOANER    9/03/25  JM3KFBCM2S0708021,JM3KFBCM2S0708021,9/03/25,M20450
MAR26,79,matched,2025 Mazda CX5,JM3KFBCM6S0782297,782297,33118.0,-33118.0,782297,2025 MAZDA CX-5         2/03/26  JM3KFBCM6S0782297,JM3KFBCM6S0782297,2/03/26,M20995
MAR26,80,matched,2025 Mazda CX5 PF XA,JM3KFBCM0S0800941,800941,33169.0,-33169.0,800941,"MORRISON, ALEXANDER C   2/20/26  JM3KFBCM0S0800941",JM3KFBCM0S0800941,2/20/26,M21300
MAR26,81,matched,2026 Mazda C50 PF XA,7MMVABBL7TN470586,470586,33397.0,-33397.0,470586,HILEY SERVICE LOANER    1/22/26  7MMVABBL7TN470586,7MMVABBL7TN470586,1/22/26,M21258
MAR26,82,matched,2026 Mazda C50,7MMVABBL8TN476106,476106,33397.0,-33397.0,476106,HILEY                   3/27/26  7MMVABBL8TN476106,7MMVABBL8TN476106,3/27/26,M21501
MAR26,83,matched,2025 Mazda CX5 PF XA,JM3KFBCMXS0801059,801059,33563.0,-33563.0,801059,"JOHNSON, ANNA KAY       2/17/26  JM3KFBCMXS0801059",JM3KFBCMXS0801059,2/17/26,M21298
MAR26,84,matched,2025 Mazda CX5 PF XA,JM3KFBCM0S0801510,801510,33579.0,-33579.0,801510,2025 MAZDA CX-5         2/17/26  JM3KFBCM0S0801510,JM3KFBCM0S0801510,2/17/26,M21302
MAR26,85,matched,2025 Mazda CX5 PF XA,JM3KFBCM3S0796867,796867,33734.0,-33734.0,796867,2025 MAZDA CX-5         1/09/26  JM3KFBCM3S0796867,JM3KFBCM3S0796867,1/09/26,M21192
MAR26,86,matched,2026 Mazda C50 PF XA,7MMVABBL6TN451883,451883,33857.0,-33857.0,451883,HILEY                  10/15/25  7MMVABBL6TN451883,7MMVABBL6TN451883,10/15/25,M20840
MAR26,87,matched,2025 Mazda CX5 CE XA,JM3KFBCM9S0716259,716259,34050.0,-34050.0,716259,JM3KFBCM9S0716259,JM3KFBCM9S0716259,,M20552
MAR26,88,matched,2026 Mazda C50 PF XA,7MMVABBLXTN483848,483848,34107.0,-34107.0,483848,2026 MAZDA CX-50        3/20/26  7MMVABBLXTN483848,7MMVABBLXTN483848,3/20/26,M21485
MAR26,89,matched,2026 Mazda C50 MR XA,7MMVABXL0TN457929,457929,34128.0,-34128.0,457929,HILEY                  11/08/25  7MMVABXL0TN457929,7MMVABXL0TN457929,11/08/25,M20978
MAR26,90,matched,2026 Mazda C50 MR XA,7MMVABXL1TN458247,458247,34128.0,-34128.0,458247,HILEY                  11/08/25  7MMVABXL1TN458247,7MMVABXL1TN458247,11/08/25,M20983
MAR26,91,matched,2026 Mazda C50 PF XA,7MMVABBLXTN480884,480884,34287.0,-34287.0,480884,D&M LEASING             3/11/26  7MMVABBLXTN480884,7MMVABBLXTN480884,3/11/26,M21411
MAR26,92,matched,2026 Mazda C50 MR XA,7MMVABXL2TN456829,456829,34838.0,-34838.0,456829,HILEY SERVICE LOANER   11/08/25  7MMVABXL2TN456829,7MMVABXL2TN456829,11/08/25,M20977
MAR26,93,matched,2026 Mazda C50 MR XA,7MMVABXL3TN462560,462560,34838.0,-34838.0,462560,"RADER, JOHN WARREN     12/06/25  7MMVABXL3TN462560",7MMVABXL3TN462560,12/06/25,M21068
MAR26,94,matched,2026 Mazda C50 MR XA,7MMVABXL8TN464451,464451,34838.0,-34838.0,464451,2026 MAZDA CX-50       12/12/25  7MMVABXL8TN464451,7MMVABXL8TN464451,12/12/25,M21122
MAR26,95,matched,2026 Mazda C50 MR XA,7MMVABXL0TN479039,479039,34838.0,-34838.0,479039,2026 MAZDA CX-50        2/27/26  7MMVABXL0TN479039,7MMVABXL0TN479039,2/27/26,M21367
MAR26,96,matched,2026 Mazda C50 MR XA,7MMVABXL8TN479046,479046,34838.0,-34838.0,479046,2026 MAZDA CX-50        2/27/26  7MMVABXL8TN479046,7MMVABXL8TN479046,2/27/26,M21368
MAR26,97,matched,2026 Mazda C30 PR XA,3MVDMBDL3TM139240,139240,35003.0,-35003.0,139240,2026 MAZDA CX-30        2/26/26  3MVDMBDL3TM139240,3MVDMBDL3TM139240,2/26/26,M21410
MAR26,98,matched,2026 Mazda C30 PR XA,3MVDMBDL9TM147018,147018,35003.0,-35003.0,147018,2026 MAZDA CX-30        3/25/26  3MVDMBDL9TM147018,3MVDMBDL9TM147018,3/25/26,M21564
MAR26,99,matched,2026 Mazda CX5 PF XA,JM3KMCHA2T0111334,111334,35413.0,-35413.0,111334,HILEY MAZDA OF ARLING   3/25/26  JM3KMCHA2T0111334,JM3KMCHA2T0111334,3/25/26,M21423
MAR26,100,boa_only,2026 Mazda CX5 PF XA,JM3KMCHA2T0108661,108661,35469.0,,,,,,
MAR26,101,matched,2026 Mazda CX5 PF XA,JM3KMCHA1T0108621,108621,35565.0,-35565.0,108621,HILEY                   3/24/26  JM3KMCHA1T0108621,JM3KMCHA1T0108621,3/24/26,M21328
MAR26,102,matched,2026 Mazda CX5 PF XA,JM3KMCHA2T0108725,108725,35679.0,-35679.0,108725,2026 MAZDA CX-5         3/30/26  JM3KMCHA2T0108725,JM3KMCHA2T0108725,3/30/26,M21355
MAR26,103,matched,2026 Mazda C30 AE TXA,3MVDMBDY6TM101111,101111,35737.0,-35737.0,101111,2026 MAZDA CX-30       10/18/25  3MVDMBDY6TM101111,3MVDMBDY6TM101111,10/18/25,M20877
MAR26,104,matched,2026 Mazda CX5 PF XA,JM3KMCHA0T0111624,111624,35791.0,-35791.0,111624,2026 MAZDA CX-5         3/30/26  JM3KMCHA0T0111624,JM3KMCHA0T0111624,3/30/26,M21422
MAR26,105,boa_only,2026 Mazda CX5 PF XA,JM3KMCHA3T0108989,108989,35807.0,,,,,,
MAR26,106,matched,2026 Mazda CX5 PF XA,JM3KMCHA0T0109422,109422,35839.0,-35839.0,109422,DENTON MAZDA            3/30/26  JM3KMCHA0T0109422,JM3KMCHA0T0109422,3/30/26,M21353
MAR26,107,matched,2026 Mazda CX5 PF XA,JM3KMCHA4T0109519,109519,35995.0,-35995.0,109519,2026 MAZDA CX-5         3/25/26  JM3KMCHA4T0109519,JM3KMCHA4T0109519,3/25/26,M21357
MAR26,108,matched,2026 Mazda CX5 PF XA,JM3KMCHA8T0109572,109572,35999.0,-35999.0,109572,2026 MAZDA CX-5         3/25/26  JM3KMCHA8T0109572,JM3KMCHA8T0109572,3/25/26,M21359
MAR26,109,matched,2026 Mazda C50 PR XA,7MMVABDL9TN486138,486138,36014.0,-36014.0,486138,"STRAUB, GEORGIA         3/30/26  7MMVABDL9TN486138",7MMVABDL9TN486138,3/30/26,M21516
MAR26,110,matched,2026 Mazda CX5 PF XA,JM3KMCHA8T0109846,109846,36095.0,-36095.0,109846,2026 MAZDA CX-5         3/27/26  JM3KMCHA8T0109846,JM3KMCHA8T0109846,3/27/26,M21360
MAR26,111,matched,2026 Mazda 50H PF XA,7MMVAABW8TN145675,145675,36174.0,-36174.0,145675,HILEY SERVICE LOANER   10/14/25  7MMVAABW8TN145675,7MMVAABW8TN145675,10/14/25,M20844
MAR26,112,matched,2026 Mazda C50,7MMVABDL7TN462758,462758,36192.0,-36192.0,462758,2026 MAZDA CX-50        3/31/26  7MMVABDL7TN462758,7MMVABDL7TN462758,3/31/26,M21506
MAR26,113,matched,2026 Mazda C30 AE TXA,3MVDMBXYXTM137606,137606,36204.0,-36204.0,137606,2026 MAZDA CX-30        2/20/26  3MVDMBXYXTM137606,3MVDMBXYXTM137606,2/20/26,M21396
MAR26,114,matched,2026 Mazda C30 AE TXA,3MVDMBXY3TM141092,141092,36204.0,-36204.0,141092,2026 MAZDA CX-30        3/17/26  3MVDMBXY3TM141092,3MVDMBXY3TM141092,3/17/26,M21448
MAR26,115,matched,2026 Mazda 50H PF XA,7MMVAABW3TN159872,159872,36218.0,-36218.0,159872,"MACHADO, JONATHAN DAV   2/12/26  7MMVAABW3TN159872",7MMVAABW3TN159872,2/12/26,M21288
MAR26,116,matched,2025 Mazda MX5 GT 6P,JM1NDAD71S0659781,659781,36334.0,-36334.0,659781,2025 MAZDA MX-5 MIATA   1/05/26  JM1NDAD71S0659781,JM1NDAD71S0659781,1/05/26,M21178
MAR26,117,matched,2026 Mazda 50H PF XA,7MMVAABW7TN145876,145876,36398.0,-36398.0,145876,HILEY                  10/15/25  7MMVAABW7TN145876,7MMVAABW7TN145876,10/15/25,M20843
MAR26,118,matched,2026 Mazda C50 PR XA,7MMVABDL8TN476216,476216,36472.0,-36472.0,476216,2026 MAZDA CX-50        2/23/26  7MMVABDL8TN476216,7MMVABDL8TN476216,2/23/26,M21370
MAR26,119,matched,2026 Mazda C50 PR XA,7MMVABDL8TN480976,480976,36544.0,-36544.0,480976,2026 MAZDA CX-50        3/05/26  7MMVABDL8TN480976,7MMVABDL8TN480976,3/05/26,M21413
MAR26,120,matched,2026 Mazda C50 PR XA,7MMVABDL6TN483570,483570,36544.0,-36544.0,483570,"NEAL, JUSTIN TRAVIS     3/20/26  7MMVABDL6TN483570",7MMVABDL6TN483570,3/20/26,M21488
MAR26,121,dealertrack_only,,7MMVABDL6TN486632,486632,,-36544.0,486632,"SALINAS, CARINA         3/30/26  7MMVABDL6TN486632",7MMVABDL6TN486632,3/30/26,M21515
MAR26,122,matched,2025 Mazda CX5 PP XA,JM3KFBEM4S0787026,787026,36835.0,-36835.0,787026,"MIZE, DEBRA GELDHOF     1/09/26  JM3KFBEM4S0787026",JM3KFBEM4S0787026,1/09/26,M21015
MAR26,123,dealertrack_only,,JM1NDAD70T0700998,700998,,-36919.0,700998,"ELLISON, JOHN MICHAEL   3/30/26  JM1NDAD70T0700998",JM1NDAD70T0700998,3/30/26,M21366
MAR26,124,matched,2025 Mazda CX5 PP XA,JM3KFBEM9S0805567,805567,36969.0,-36969.0,805567,2025 MAZDA CX-5         2/19/26  JM3KFBEM9S0805567,JM3KFBEM9S0805567,2/19/26,M21306
MAR26,125,matched,2025 Mazda CX5 PP XA,JM3KFBEM3S0784716,784716,37473.0,-37473.0,784716,2025 MAZDA CX-5        12/14/25  JM3KFBEM3S0784716,JM3KFBEM3S0784716,12/14/25,M21110
MAR26,126,matched,2025 Mazda CX5 PP XA,JM3KFBEM8S0786008,786008,37473.0,-37473.0,786008,2025 MAZDA CX-5        12/17/25  JM3KFBEM8S0786008,JM3KFBEM8S0786008,12/17/25,M21019
MAR26,127,boa_only,2026 Mazda MX5 GT A,JM1NDAD74T0701460,701460,37816.0,,,,,,
MAR26,128,boa_only,2026 Mazda MX5 GT A,JM1NDAD71T0702467,702467,37816.0,,,,,,
MAR26,129,matched,2026 Mazda CX5 PR XA,JM3KMDHA6T0102884,102884,38302.0,-38302.0,102884,HILEY                   3/18/26  JM3KMDHA6T0102884,JM3KMDHA6T0102884,3/18/26,M21335
MAR26,130,matched,2026 Mazda CX5 PR XA,JM3KMDHA0T0108499,108499,38422.0,-38422.0,108499,2026 MAZDA CX-5         3/24/26  JM3KMDHA0T0108499,JM3KMDHA0T0108499,3/24/26,M21333
MAR26,131,matched,2026 Mazda CX5 PR XA,JM3KMDHA1T0108544,108544,38566.0,-38566.0,108544,HILEY                   3/24/26  JM3KMDHA1T0108544,JM3KMDHA1T0108544,3/24/26,M21334
MAR26,132,matched,2026 Mazda C30 PP TXA,3MVDMBEY9TM113994,113994,39039.0,-39039.0,113994,2026 MAZDA CX-30       10/27/25  3MVDMBEY9TM113994,3MVDMBEY9TM113994,10/27/25,M20955
MAR26,133,matched,2026 Mazda C50 25 TXA,7MMVABCY8TN475306,475306,39119.0,-39119.0,475306,2026 MAZDA CX-50        2/23/26  7MMVABCY8TN475306,7MMVABCY8TN475306,2/23/26,M21376
MAR26,134,matched,2026 Mazda C50 25 TXA,7MMVABCYXTN476280,476280,39119.0,-39119.0,476280,"MYERS, MARC ALAN        2/17/26  7MMVABCYXTN476280",7MMVABCYXTN476280,2/17/26,M21293
MAR26,135,matched,2026 Mazda 50H PR XA,7MMVAADW6TN163055,163055,39363.0,-39363.0,163055,2026 MAZDA CX-50 HYBR   3/04/26  7MMVAADW6TN163055,7MMVAADW6TN163055,3/04/26,M21382
MAR26,136,matched,2025 Mazda CX5 PR TXA,JM3KFBDY7S0787154,787154,39418.0,-39418.0,787154,"COUCH, DUSTIN JAMES     1/09/26  JM3KFBDY7S0787154",JM3KFBDY7S0787154,1/09/26,M21039
MAR26,137,matched,2026 Mazda 50H PR XA,7MMVAADW9TN145682,145682,39479.0,-39479.0,145682,2026 MAZDA CX-50 HYBR  10/15/25  7MMVAADW9TN145682,7MMVAADW9TN145682,10/15/25,M20853
MAR26,138,matched,2026 Mazda 50H PR XA,7MMVAADW8TN145379,145379,39523.0,-39523.0,145379,HILEY SERVICE LOANER   10/14/25  7MMVAADW8TN145379,7MMVAADW8TN145379,10/14/25,M20851
MAR26,139,matched,2026 Mazda C90 SE XA,JM3KKAHD7T1361294,361294,39552.0,-39552.0,361294,HILEY SERVICE LOANER   12/03/25  JM3KKAHD7T1361294,JM3KKAHD7T1361294,12/03/25,M21083
MAR26,140,dealertrack_only,,JM1NDAM71T0700847,700847,,-39571.0,700847,2026 MAZDA MX-5 MIATA   3/30/26  JM1NDAM71T0700847,JM1NDAM71T0700847,3/30/26,M21350
MAR26,141,boa_only,2026 Mazda MXR GT 6P,JM1NDAM71T0701528,701528,39571.0,,,,,,
MAR26,142,boa_only,2026 Mazda MXR GT 6P,JM1NDAM73T0702471,702471,39571.0,,,,,,
MAR26,143,matched,2026 Mazda 50H PR XA,7MMVAADWXTN165634,165634,39581.0,-39581.0,165634,2026 MAZDA CX-50 HYBR   3/20/26  7MMVAADWXTN165634,7MMVAADWXTN165634,3/20/26,M21492
MAR26,144,matched,2026 Mazda C90 SE XA,JM3KKAHD5T1361469,361469,39608.0,-39608.0,361469,HILEY MAZDA OF ARLING  12/03/25  JM3KKAHD5T1361469,JM3KKAHD5T1361469,12/03/25,M21081
MAR26,145,matched,2026 Mazda 50H PR XA,7MMVAADW1TN145479,145479,39619.0,-39619.0,145479,HILEY                  10/14/25  7MMVAADW1TN145479,7MMVAADW1TN145479,10/14/25,M20848
MAR26,146,matched,2026 Mazda C30 PP TXA,3MVDMBEY3TM140513,140513,39718.0,-39718.0,140513,2026 MAZDA CX-30        3/04/26  3MVDMBEY3TM140513,3MVDMBEY3TM140513,3/04/26,M21442
MAR26,147,boa_only,2026 Mazda MXR GT 6P,JM1NDAM70T0701892,701892,39829.0,,,,,,
MAR26,148,matched,2026 Mazda 50H PR XA,7MMVAADW8TN149786,149786,39853.0,-39853.0,149786,HILEY                  11/08/25  7MMVAADW8TN149786,7MMVAADW8TN149786,11/08/25,M20979
MAR26,149,matched,2026 Mazda 50H PR XA,7MMVAADW1TN163030,163030,39893.0,-39893.0,163030,"YUN, JUSTIN KWON WOO    2/27/26  7MMVAADW1TN163030",7MMVAADW1TN163030,2/27/26,M21380
MAR26,150,matched,2026 Mazda C50 25 TXA,7MMVABCY2TN478752,478752,39927.0,-39927.0,478752,2026 MAZDA CX-50        3/02/26  7MMVABCY2TN478752,7MMVABCY2TN478752,3/02/26,M21375
MAR26,151,matched,2026 Mazda C90 SE XA,JM3KKAHD7T1360906,360906,39928.0,-39928.0,360906,"LAMICHHANE, PRATAP     12/03/25  JM3KKAHD7T1360906",JM3KKAHD7T1360906,12/03/25,M21082
MAR26,152,matched,2026 Mazda C50 25 TXA,7MMVABCY2TN473888,473888,39929.0,-39929.0,473888,2026 MAZDA CX-50        2/13/26  7MMVABCY2TN473888,7MMVABCY2TN473888,2/13/26,M21287
MAR26,153,matched,2026 Mazda C50 25 TXA,7MMVABCY3TN470658,470658,40089.0,-40089.0,470658,2026 MAZDA CX-50        1/19/26  7MMVABCY3TN470658,7MMVABCY3TN470658,1/19/26,M21259
MAR26,154,matched,2026 Mazda C90 SE XA,JM3KKAHDXT1361063,361063,40120.0,-40120.0,361063,2026 MAZDA CX-90       12/03/25  JM3KKAHDXT1361063,JM3KKAHDXT1361063,12/03/25,M21079
MAR26,155,matched,2026 Mazda C90 SE XA,JM3KKAHD0T1361024,361024,40192.0,-40192.0,361024,2026 MAZDA CX-90       12/03/25  JM3KKAHD0T1361024,JM3KKAHD0T1361024,12/03/25,M21080
MAR26,156,dealertrack_only,,JM1NDAM76T0700438,700438,,-40293.0,700438,"HEINZE, PHILLIP RALPH   3/25/26  JM1NDAM76T0700438",JM1NDAM76T0700438,3/25/26,M21349
MAR26,157,dealertrack_only,,JM1NDAM72T0702171,702171,,-40516.0,702171,2026 MAZDA MX-5 MIATA   3/30/26  JM1NDAM72T0702171,JM1NDAM72T0702171,3/30/26,M21348
MAR26,158,matched,2026 Mazda CX5 PP XA,JM3KMEHA9T0110998,110998,40536.0,-40536.0,110998,2026 MAZDA CX-5         3/30/26  JM3KMEHA9T0110998,JM3KMEHA9T0110998,3/30/26,M21437
MAR26,159,matched,2026 Mazda CX5 PP XA,JM3KMEHA2T0108266,108266,40564.0,-40564.0,108266,"SANDERS, CELESTE NOEL   3/30/26  JM3KMEHA2T0108266",JM3KMEHA2T0108266,3/30/26,M21362
MAR26,160,matched,2026 Mazda CX5 PP XA,JM3KMEHAXT0110301,110301,40724.0,-40724.0,110301,2026 MAZDA CX-5         3/25/26  JM3KMEHAXT0110301,JM3KMEHAXT0110301,3/25/26,M21425
MAR26,161,matched,2026 Mazda CX5 PP XA,JM3KMEHA9T0110029,110029,40760.0,-40760.0,110029,2026 MAZDA CX-5         3/25/26  JM3KMEHA9T0110029,JM3KMEHA9T0110029,3/25/26,M21436
MAR26,162,boa_only,2026 Mazda MXR GT A,JM1NDAM70T0701455,701455,40774.0,,,,,,
MAR26,163,matched,2026 Mazda CX5 PP XA,JM3KMEHA1T0102801,102801,40800.0,-40800.0,102801,HILEY                   3/18/26  JM3KMEHA1T0102801,JM3KMEHA1T0102801,3/18/26,M21329
MAR26,164,matched,2026 Mazda CX5 PP XA,JM3KMEHA6T0108609,108609,40860.0,-40860.0,108609,2026 MAZDA CX-5         3/30/26  JM3KMEHA6T0108609,JM3KMEHA6T0108609,3/30/26,M21331
MAR26,165,matched,2026 Mazda CX5 PP XA,JM3KMEHA1T0109568,109568,41044.0,-41044.0,109568,2026 MAZDA CX-5         3/25/26  JM3KMEHA1T0109568,JM3KMEHA1T0109568,3/25/26,M21361
MAR26,166,matched,2026 Mazda 50H PP XA,7MMVAAEW8TN149933,149933,41886.0,-41886.0,149933,2026 MAZDA CX-50 HYBR  11/13/25  7MMVAAEW8TN149933,7MMVAAEW8TN149933,11/13/25,M21043
MAR26,167,matched,2026 Mazda C50 MR TXA,7MMVABXY1TN481362,481362,41907.0,-41907.0,481362,2026 MAZDA CX-50        3/06/26  7MMVABXY1TN481362,7MMVABXY1TN481362,3/06/26,M21414
MAR26,168,matched,2026 Mazda C50 MR TXA,7MMVABXY8TN481374,481374,41907.0,-41907.0,481374,2026 MAZDA CX-50        3/06/26  7MMVABXY8TN481374,7MMVABXY8TN481374,3/06/26,M21415
MAR26,169,matched,2026 Mazda 50H PP XA,7MMVAAEW7TN149423,149423,42416.0,-42416.0,149423,2026 MAZDA CX-50 HYBR  11/08/25  7MMVAAEW7TN149423,7MMVAAEW7TN149423,11/08/25,M20982
MAR26,170,matched,2026 Mazda 50H PP XA,7MMVAAEW7TN149633,149633,42416.0,-42416.0,149633,2026 MAZDA CX-50 HYBR  11/10/25  7MMVAAEW7TN149633,7MMVAAEW7TN149633,11/10/25,M20989
MAR26,171,matched,2026 Mazda 50H PP XA,7MMVAAEW3TN150021,150021,42416.0,-42416.0,150021,HILEY                  11/14/25  7MMVAAEW3TN150021,7MMVAAEW3TN150021,11/14/25,M21047
MAR26,172,matched,2026 Mazda 50H PP XA,7MMVAAEW8TN150113,150113,42416.0,-42416.0,150113,2026 MAZDA CX-50 HYBR  11/14/25  7MMVAAEW8TN150113,7MMVAAEW8TN150113,11/14/25,M21048
MAR26,173,matched,2026 Mazda 50H PP XA,7MMVAAEW9TN156387,156387,42416.0,-42416.0,156387,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEW9TN156387,7MMVAAEW9TN156387,1/05/26,M21174
MAR26,174,matched,2026 Mazda 50H PP XA,7MMVAAEW6TN156394,156394,42416.0,-42416.0,156394,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEW6TN156394,7MMVAAEW6TN156394,1/05/26,M21173
MAR26,175,matched,2026 Mazda 50H PP XA,7MMVAAEWXTN156396,156396,42416.0,-42416.0,156396,2026 MAZDA CX-50 HYBR   1/05/26  7MMVAAEWXTN156396,7MMVAAEWXTN156396,1/05/26,M21172
MAR26,176,matched,2026 Mazda 50H PP XA,7MMVAAEW2TN156912,156912,42416.0,-42416.0,156912,2026 MAZDA CX-50 HYBR   1/15/26  7MMVAAEW2TN156912,7MMVAAEW2TN156912,1/15/26,M21189
MAR26,177,matched,2026 Mazda 50H PP XA,7MMVAAEW6TN157447,157447,42416.0,-42416.0,157447,"THOMPSON, HANNAH RUTH   1/19/26  7MMVAAEW6TN157447",7MMVAAEW6TN157447,1/19/26,M21262
MAR26,178,matched,2026 Mazda 50H PP XA,7MMVAAEW3TN157454,157454,42416.0,-42416.0,157454,2026 MAZDA CX-50 HYBR   1/16/26  7MMVAAEW3TN157454,7MMVAAEW3TN157454,1/16/26,M21260
MAR26,179,matched,2026 Mazda 50H PP XA,7MMVAAEW8TN157756,157756,42416.0,-42416.0,157756,2026 MAZDA CX-50 HYBR   1/19/26  7MMVAAEW8TN157756,7MMVAAEW8TN157756,1/19/26,M21263
MAR26,180,matched,2026 Mazda C70 PF XA,JM3KJBHD0T1203193,203193,42964.0,-42964.0,203193,JEFF HAAS MAZDA         1/22/26  JM3KJBHD0T1203193,JM3KJBHD0T1203193,1/22/26,M21206
MAR26,181,matched,2026 Mazda C70 PF XA,JM3KJBHD0T1203419,203419,42964.0,-42964.0,203419,HILEY                   1/29/26  JM3KJBHD0T1203419,JM3KJBHD0T1203419,1/29/26,M21209
MAR26,182,matched,2026 Mazda C70 PF XA,JM3KJBHD2T1201235,201235,43488.0,-43488.0,201235,2026 MAZDA CX-70       12/03/25  JM3KJBHD2T1201235,JM3KJBHD2T1201235,12/03/25,M21075
MAR26,183,matched,2026 Mazda C70,JM3KJBHD9T1203094,203094,43488.0,-43488.0,203094,2026 MAZDA CX-70        3/30/26  JM3KJBHD9T1203094,JM3KJBHD9T1203094,3/30/26,M21498
MAR26,184,matched,2026 Mazda C70 PF XA,JM3KJBHD0T1203212,203212,43488.0,-43488.0,203212,2026 MAZDA CX-70        1/22/26  JM3KJBHD0T1203212,JM3KJBHD0T1203212,1/22/26,M21207
MAR26,185,matched,2026 Mazda C70 PF XA,JM3KJBHD3T1203267,203267,43488.0,-43488.0,203267,2026 MAZDA CX-70        2/03/26  JM3KJBHD3T1203267,JM3KJBHD3T1203267,2/03/26,M21212
MAR26,186,matched,2026 Mazda C90 PF XA,JM3KKBHD3T1378616,378616,43766.0,-43766.0,378616,"YORK, NATHAN DAVID      3/14/26  JM3KKBHD3T1378616",JM3KKBHD3T1378616,3/14/26,M21339
MAR26,187,matched,2026 Mazda C90 PF XA,JM3KKBHD8T1368499,368499,43926.0,-43926.0,368499,HILEY LOANER            1/05/26  JM3KKBHD8T1368499,JM3KKBHD8T1368499,1/05/26,M21118
MAR26,188,matched,2026 Mazda C50 PP TXA,7MMVABEY3TN481947,481947,44254.0,-44254.0,481947,2026 MAZDA CX-50        3/11/26  7MMVABEY3TN481947,7MMVABEY3TN481947,3/11/26,M21419
MAR26,189,matched,2026 Mazda C90 PF XA,JM3KKBHD7T1373158,373158,44510.0,-44510.0,373158,2026 MAZDA CX-90        2/13/26  JM3KKBHD7T1373158,JM3KKBHD7T1373158,2/13/26,M21224
MAR26,190,matched,2026 Mazda C50 PP TXA,7MMVABEYXTN481444,481444,44540.0,-44540.0,481444,2026 MAZDA CX-50        3/14/26  7MMVABEYXTN481444,7MMVABEYXTN481444,3/14/26,M21418
MAR26,191,matched,2026 Mazda C50 PP TXA,7MMVABEY6TN465533,465533,44630.0,-44630.0,465533,2026 MAZDA CX-50       12/22/25  7MMVABEY6TN465533,7MMVABEY6TN465533,12/22/25,M21130
MAR26,192,matched,2026 Mazda C50 PP TXA,7MMVABEY4TN476563,476563,44632.0,-44632.0,476563,2026 MAZDA CX-50        2/19/26  7MMVABEY4TN476563,7MMVABEY4TN476563,2/19/26,M21372
MAR26,193,matched,2026 Mazda C50 PP TXA,7MMVABEY1TN483650,483650,44632.0,-44632.0,483650,2026 MAZDA CX-50        3/20/26  7MMVABEY1TN483650,7MMVABEY1TN483650,3/20/26,M21491
MAR26,194,matched,2026 Mazda C7P SC XA,JM3KJAHF1T1350456,350456,45470.0,-45470.0,350456,2026 MAZDA CX-70 PHEV   2/12/26  JM3KJAHF1T1350456,JM3KJAHF1T1350456,2/12/26,M21221
MAR26,195,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1359605,359605,47475.0,-47475.0,359605,2026 MAZDA CX-90       12/03/25  JM3KKCHD5T1359605,JM3KKCHD5T1359605,12/03/25,M20959
MAR26,196,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1373164,373164,47655.0,-47655.0,373164,2026 MAZDA CX-90        2/09/26  JM3KKCHD5T1373164,JM3KKCHD5T1373164,2/09/26,M21232
MAR26,197,matched,2026 Mazda C90 PR XA,JM3KKCHD4T1372085,372085,47675.0,-47675.0,372085,2026 MAZDA CX-90        2/09/26  JM3KKCHD4T1372085,JM3KKCHD4T1372085,2/09/26,M21229
MAR26,198,matched,2026 Mazda C90 PR XA,JM3KKCHD3T1364852,364852,47735.0,-47735.0,364852,2026 MAZDA CX-90       12/22/25  JM3KKCHD3T1364852,JM3KKCHD3T1364852,12/22/25,M21157
MAR26,199,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1370653,370653,47847.0,-47847.0,370653,2026 MAZDA CX-90        2/03/26  JM3KKCHD5T1370653,JM3KKCHD5T1370653,2/03/26,M21230
MAR26,200,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1377277,377277,47851.0,-47851.0,377277,2026 MAZDA CX-90        3/04/26  JM3KKCHD5T1377277,JM3KKCHD5T1377277,3/04/26,M21341
MAR26,201,matched,2026 Mazda C90 PR XA,JM3KKCHD8T1358559,358559,47891.0,-47891.0,358559,HILEY                  11/25/25  JM3KKCHD8T1358559,JM3KKCHD8T1358559,11/25/25,M20953
MAR26,202,matched,2026 Mazda C90 PR XA,JM3KKCHD1T1376806,376806,47971.0,-47971.0,376806,2026 MAZDA CX-90        3/11/26  JM3KKCHD1T1376806,JM3KKCHD1T1376806,3/11/26,M21268
MAR26,203,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1375643,375643,48039.0,-48039.0,375643,"SUAREZ ESCUDERO, SHAL   2/16/26  JM3KKCHD5T1375643",JM3KKCHD5T1375643,2/16/26,M21249
MAR26,204,matched,2026 Mazda C90 PR XA,JM3KKCHD5T1372015,372015,48051.0,-48051.0,372015,2026 MAZDA CX-90        2/02/26  JM3KKCHD5T1372015,JM3KKCHD5T1372015,2/02/26,M21231
